Sol,ICCImage,ImageLocalTrueSolarTime,Hour,Min,Seconds
472,c000m0472_638426045radlf0000_1300m,12:18:40,12,18,40
472,c000m0472_638440393radlf0000_0830m,16:11:25,16,11,25
472,c000m0472_638442103radlf0000_0830m,16:39:10,16,39,10
473,c000m0473_638500694radlf0000_0200m,8:29:37,8,29,37
473,c000m0473_638514716radlf0000_0830m,12:17:05,12,17,5
473,c000m0473_638530877radlf0000_0461m,16:39:15,16,39,15
474,c000m0474_638603485radlf0000_1200m,12:17:05,12,17,5
474,c000m0474_638603534radlf0000_1400m,12:17:52,12,17,52
474,c000m0474_638603584radlf0000_1300m,12:18:41,12,18,41
476,c000m0476_638797203radlf0000_0200m,16:39:32,16,39,32
