# sol, t0, DeltaP, DeltaP_unc, Gamma, Gamma_unc, U, U_unc, Diameter, Diameter_unc
14, 12.0302, 0.698558, 0.0414835, 12.9454, 1.12539, 8.92, 1.10899, 115.473, 17.5178
14, 12.9698, 0.748128, 0.0365456, 12.4003, 0.884024, 6.573, 0.833222, 81.5072, 11.8541
14, 12.8427, 1.15952, 0.104944, 2.84131, 0.371845, 8.76, 0.0103782, 24.8899, 3.2575
14, 13.3452, 0.973078, 0.121369, 2.7553, 0.502842, 8.385, 1.63531, 23.1032, 6.17085
14, 14.7407, 1.87495, 0.0698725, 14.1937, 1.10591, 8.566, 1.321, 121.583, 21.0071
14, 14.7408, 1.90901, 0.0487323, 15.1517, 0.815134, 8.539, 1.91182, 129.38, 29.7918
14, 14.7406, 1.94021, 0.0561605, 17.6693, 0.758421, 8.539, 1.27578, 150.878, 23.454
15, 15.1452, 0.588932, 0.0279771, 14.3004, 0.990429, 6.681, 1.28838, 95.541, 19.5766
15, 12.4142, 1.23031, 0.0377356, 11.3681, 0.513513, 4.8295, 1.06525, 54.9022, 12.3612
15, 13.1655, 2.52988, 0.0852443, 8.79073, 0.435626, 4.026, 0.846566, 35.3915, 7.6458
16, 11.302, 0.818026, 0.0298737, 5.09329, 0.272127, 7.273, 0.756127, 37.0435, 4.32998
16, 15.2509, 0.804713, 0.0358207, 12.6974, 0.850791, 8.754, 2.09195, 111.153, 27.5867
16, 9.59237, 0.765331, 0.0259392, 28.8748, 1.52813, 3.878, 0.640484, 111.976, 19.4201
16, 9.882, 1.33527, 0.0212403, 6.22395, 0.145969, 2.7015, 0.828033, 16.814, 5.1687
17, 11.3337, 0.741928, 0.0484903, 2.58256, 0.250797, 6.924, 2.27283, 17.8816, 6.1212
17, 13.7984, 1.6066, 0.0824754, 1.23037, 0.0772279, 5.495, 0.596, 6.76088, nan
17, 11.3569, 1.16607, 0.0511257, 3.63649, 0.240257, 6.857, 0.578956, 24.9354, 2.67332
18, 10.3096, 0.789606, 0.0192734, 14.9105, 0.76447, 3.274, 0.395855, 48.817, 6.41113
18, 10.3096, 0.772117, 0.0201876, 13.944, 0.75232, 3.386, 0.557458, 47.2144, 8.17996
18, 10.3095, 0.771326, 0.0247419, 12.9677, 0.602387, 3.2655, 0.383253, 42.346, 5.34504
18, 13.0984, 1.22657, 0.0433594, 17.3391, 1.31663, 4.417, 0.919213, 76.5868, 16.9662
18, 13.0984, 1.28731, 0.0467572, 19.2552, 1.49588, 4.119, 0.859909, 79.3122, 17.667
18, 13.0984, 1.23668, 0.0406015, 17.4744, 1.23933, 4.417, 0.919213, 77.1844, 16.9699
18, 13.0985, 1.35979, 0.0338483, 20.7304, 0.764386, 4.1195, 0.860651, 85.3989, 18.1174
18, 14.8935, 1.6941, 0.0745202, 2.26742, 0.147803, 4.6565, 1.30988, 10.5582, 3.04875
19, 13.4424, 1.63337, 0.054167, 10.6523, 0.676021, 11.697, 2.54415, 124.6, 28.231
19, 13.4423, 1.63781, 0.0429148, 11.8626, 0.45369, 11.655, 0.864357, 138.259, 11.5367
19, 15.136, 0.890441, 0.0382922, 16.4545, 1.50839, 10.123, 0.840635, 166.569, 20.6031
19, 15.136, 0.886955, 0.0372294, 16.221, 1.45406, 10.119, 0.833222, 164.14, 19.9791
19, 11.3532, 1.22773, 0.0549191, 15.6018, 1.4797, 7.0765, 1.17793, 110.406, 21.1515
19, 15.1357, 0.921805, 0.0265227, 38.9058, 1.6639, 9.136, 3.37144, 355.443, 132.046
19, 11.353, 1.32615, 0.0620366, 19.9852, 2.01653, 8.09, 1.46926, 161.68, 33.5909
19, 11.3527, 1.36582, 0.0374383, 25.3782, 1.02943, 9.3985, 2.27876, 238.517, 58.6346
19, 9.93822, 2.12163, 0.052638, 5.38641, 0.198336, 7.896, 0.942935, 42.5311, 5.31499
19, 14.1305, 5.07984, 0.243557, 14.407, 1.44, 7.8, 1.30914, 112.375, 21.9519
19, 13.7052, 5.04068, 0.115455, 4.07097, 0.139298, 10.2385, 0.827292, 41.6806, 3.65741
19, 14.1304, 5.17548, 0.0802536, 14.8905, 0.344472, 8.2245, 1.93257, 122.467, 28.9161
20, 12.0859, 1.02891, 0.074385, 32.2401, 3.38993, 5.824, 2.00893, 187.766, 67.7102
20, 12.0854, 1.48783, 0.0281158, 41.1377, 1.6637, 6.6405, 1.15421, 273.175, 48.7497
20, 12.0842, 1.53077, 0.0271688, 98.9319, 2.70176, 7.8565, 2.41664, 777.258, 240.023
20, 11.432, 1.2263, 0.0866608, 9.91, 1.02163, 3.82, 0.798381, 37.8562, 8.82211
21, 12.0258, 1.25834, 0.0698282, 2.31872, 0.185936, 5.774, 1.94369, 13.3883, 4.63298
21, 11.523, 2.14501, 0.0953781, 1.59629, 0.108512, 9.764, 0.382511, 15.5862, 1.22286
24, 13.6717, 1.0447, 0.0752293, 8.7417, 1.14038, 7.046, 1.70796, 61.594, 16.9553
24, 13.0517, 1.00454, 0.0766255, 37.9886, 3.31161, 5.4245, 1.43812, 206.069, 57.5099
24, 13.6715, 1.07128, 0.0405745, 18.4354, 1.10573, 7.312, 1.66051, 134.8, 31.6619
24, 13.0523, 0.811961, 0.059822, 28.8006, 3.77709, 3.9105, 1.88661, 112.625, 56.3073
24, 13.0519, 0.865662, 0.0442032, 30.7615, 2.72112, 5.0145, 2.09936, 154.254, 66.0054
24, 13.0524, 0.863191, 0.0551621, 32.1427, 3.16791, 5.0145, 2.07935, 161.18, 68.6978
24, 13.0524, 1.52821, 0.0337698, 68.5285, 2.23726, 6.905, 2.97262, 473.189, 204.294
24, 14.5129, 0.630898, 0.051817, 11.819, 1.45473, 9.036, 1.07563, 106.796, 18.2868
24, 12.2375, 3.40698, 0.0880873, 15.2936, 0.749713, 3.476, 0.029652, 53.1606, 2.64517
24, 12.2374, 3.48383, 0.057812, 18.9252, 0.470038, 3.476, 0.363238, 65.784, 7.06584
25, 13.759, 0.707937, 0.0262705, 6.05438, 0.37724, 3.899, 0.0133434, 23.606, 1.47308
25, 15.4739, 0.386124, 0.0188924, 8.61157, 0.763103, 6.833, 1.2528, 58.8429, 11.9826
26, 12.7358, 3.64137, 0.116438, 5.7226, 0.270367, 10.928, 3.68575, 62.5366, 21.298
26, 11.1918, 2.79772, 0.0509591, 7.85347, 0.211999, 6.4925, 1.06006, 50.9887, 8.43817
26, 13.7814, 4.36852, 0.153557, 3.50417, 0.181884, 7.244, 0.821362, 25.3842, 3.16543
27, 11.6149, 0.827084, 0.0290983, 7.14055, 0.367793, 5.8865, 0.593041, 42.0328, 4.75599
27, 14.4006, 0.658989, 0.0240025, 1.67825, 0.0924098, 3.907, 0, 6.55692, 0.361045
27, 12.4852, 0.91806, 0.0423509, 9.9005, 0.67077, 3.6435, 0.111195, 36.0725, 2.68046
28, 15.5075, 0.570742, 0.177096, 1.42635, 0.686481, 6.2005, 2.24837, 8.84408, 5.32941
28, 15.6652, 0.454839, 0.018192, 42.2175, 2.72, 7.0845, 1.24094, 299.09, 55.8208
28, 8.42766, 0.686373, 0.122748, 1.48301, 0.34215, 12.772, 1.68572, 18.941, 5.03449
29, 15.5358, 0.589022, 0.0337039, 20.2647, 2.49265, 6.544, 1.68868, 132.612, 37.9095
29, 14.5276, 0.535286, 0.069399, 3.96641, 0.736602, 5.6305, 0.658275, 22.3329, 4.90087
29, 12.0562, 1.36342, 0.0704839, 3.16535, 0.240677, 3.549, 0.58711, 11.2338, 2.04531
29, 11.7469, 1.40083, 0.231655, 9.06576, 2.7508, 6.222, 0.769471, 56.4072, 18.4825
29, 13.4367, 1.01555, 0.0379143, 8.15669, 0.448074, 5.756, 1.70499, 46.9499, 14.1442
29, 15.5359, 0.685183, 0.0192729, 28.6997, 1.20647, 9.566, 1.09638, 274.541, 33.5157
29, 10.2372, 0.913956, 0.0399842, 7.21004, 0.471539, 7.23, 0.967398, 52.1286, 7.76358
29, 13.7288, 2.52684, 0.0870366, 1.71253, 0.087527, 4.5855, 1.09342, 7.85281, 1.91504
29, 11.7469, 1.39816, 0.246512, 9.10785, 2.94337, 6.222, 0.769471, 56.669, 19.6088
29, 13.9268, 3.87857, 0.11208, 9.95666, 0.539065, 3.985, 0.225356, 39.6773, 3.10632
29, 12.6395, 2.86074, 0.0740814, 4.06999, 0.155792, 7.278, 1.65829, 29.6214, 6.84381
29, 13.9268, 3.91225, 0.0435217, 10.4153, 0.172419, 4.125, 0.425507, 42.9631, 4.48849
33, 15.1051, 0.521138, 0.0327808, 31.4278, 3.07648, 9.055, 0.637519, 284.579, 34.3144
33, 11.6415, 3.4127, 0.0716238, 5.31936, 0.167217, 9.424, 1.033, 50.1296, nan
34, 10.2544, 0.788442, 0.073097, 2.4536, 0.33215, 3.866, 0.875, 9.48562, nan
34, 12.4783, 4.13373, 0.163823, 1.53991, 0.0878372, 6.814, 0.875, 10.4929, nan
35, 12.8966, 0.76998, 0.0613765, 5.25559, 0.616762, 7.033, 0.741, 36.9626, nan
35, 14.6018, 1.14884, 0.0730185, 3.14282, 0.301138, 5.266, 0.741, 16.5501, nan
36, 9.60318, 1.41317, 0.0309828, 14.8012, 0.480872, 2.422, 0.972587, 35.8485, 14.4425
37, 15.708, 0.818928, 0.115068, 18.477, 5.56508, 6.073, 3.03044, 112.211, 65.4025
37, 15.708, 0.806757, 0.108483, 17.7486, 5.15363, 7.235, 1.72278, 128.411, 48.2207
37, 10.1039, 1.75852, 0.0366196, 10.942, 0.339965, 0.9775, 1.08601, 10.6958, 11.8877
37, 15.7081, 0.788316, 0.095938, 17.2687, 4.51762, 8.397, 2.15126, 145.005, 53.0952
38, 12.3853, 0.529922, 0.0357833, 59.698, 6.21172, 5.4515, 2.74281, 325.444, 167.205
38, 11.568, 1.32463, 0.0487775, 4.09035, 0.222305, 6.676, 0.972, 27.3072, nan
38, 11.866, 1.15338, 0.0794567, 1.8249, 0.184074, 4.432, 0.972, 8.08796, nan
38, 13.3146, 1.6752, 0.115264, 18.0614, 2.69513, 6, 0.388442, 108.368, 17.6271
38, 13.3146, 1.64538, 0.103644, 16.9775, 2.29743, 5.707, 0.628623, 96.8906, 16.9059
38, 13.3143, 1.83178, 0.0330791, 50.1558, 1.36862, 8.8595, 2.17127, 444.355, 109.575
38, 11.7585, 2.99367, 0.0536198, 4.79195, 0.127821, 5.92, 0.972, 28.3683, nan
39, 13.0523, 2.06457, 0.0504505, 15.7235, 0.587377, 7.7205, 3.69835, 121.393, 58.3276
39, 9.86887, 1.24183, 0.0341937, 7.88727, 0.313616, 3.966, 0.809, 31.2809, nan
39, 12.7259, 4.73273, 0.247973, 15.2577, 1.68622, 4.308, 0.809, 65.7302, nan
39, 12.7259, 4.72155, 0.238561, 15.1551, 1.61197, 4.308, 0.809, 65.2882, nan
39, 12.7259, 4.73033, 0.249657, 15.2823, 1.70452, 4.308, 0.809, 65.8361, nan
39, 12.7259, 4.88062, 0.0670469, 16.9568, 0.345604, 4.308, 0.809, 73.0499, nan
39, 15.4534, 2.48375, 0.104109, 2.63565, 0.162884, 6.472, 0.809, 17.0579, nan
41, 13.2585, 0.580889, 0.0252906, 7.10314, 0.535666, 7.241, 0.628, 51.4338, nan
41, 13.2586, 0.561851, 0.0335625, 6.00062, 0.520572, 6.5425, 1.0356, 39.2591, 7.08635
41, 14.6148, 0.902189, 0.0250993, 20.6375, 1.23433, 6.389, 0.675325, 131.853, 16.0135
41, 14.6147, 0.929026, 0.0211135, 22.9317, 1.08528, 5.729, 0.864357, 131.376, 20.7735
41, 14.6149, 0.995734, 0.0202877, 20.712, 0.615356, 6.389, 0.675325, 132.329, 14.5294
41, 11.2144, 1.20413, 0.0613879, 5.3539, 0.404964, 5.617, 0.628, 30.0729, nan
42, 15.9605, 0.599532, 0.0890768, 35.72, 5.28294, 7.2155, 0.486294, 257.738, 41.8903
42, 15.9609, 0.528957, 0.0366188, 27.8346, 3.2349, 7.213, 0.40475, 200.771, 25.9108
42, 15.9608, 0.519907, 0.0324696, 25.9038, 3.12054, 6.94, 0.40475, 179.772, 24.061
42, 15.9605, 0.519672, 0.0399618, 28.1461, 3.40741, 7.0765, 0.23944, 199.176, 25.0366
42, 15.96, 0.730176, 0.0144333, 46.3253, 1.91238, 6.213, 1.2098, 287.819, 57.2901
42, 15.9609, 0.528964, 0.0295267, 26.5047, 2.90418, 7.0765, 0.407716, 187.561, 23.2194
44, 13.2894, 3.1434, 0.0874172, 10.6932, 0.438095, 11.707, 2.95927, 125.185, 32.057
45, 14.4279, 0.735731, 0.0194476, 14.7359, 0.583017, 7.789, 0.403268, 114.778, 7.47899
46, 13.2505, 1.75285, 0.0602565, 9.26326, 0.471138, 7.1815, 0.614539, 66.5241, 6.62223
47, 9.92353, 0.637466, 0.0318933, 7.13517, 0.517762, 8.1885, 1.10231, 58.4263, 8.93512
47, 15.0618, 0.651288, 0.0167651, 17.7963, 0.671045, 6.8555, 1.08749, 122.003, 19.8925
49, 12.6591, 1.25806, 0.0351765, 12.3992, 0.695312, 6.938, 0.422542, 86.0256, 7.12185
49, 12.659, 1.21091, 0.0486031, 10.8235, 0.647788, 7.223, 0.845083, 78.1781, 10.274
49, 11.2593, 2.88602, 0.114174, 3.34363, 0.19986, 5.148, 0.584, 17.213, nan
50, 14.4091, 1.08153, 0.0169632, 45.8526, 1.07445, 3.7625, 0.409198, 172.52, 19.1934
51, 10.7721, 1.38596, 0.04189, 7.08663, 0.311169, 6.7435, 2.73318, 47.7887, 19.4823
52, 13.552, 1.09873, 0.0442592, 10.9681, 0.852127, 4.136, 0.610832, 45.3641, 7.57013
52, 11.3116, 0.764581, 0.025596, 11.7591, 0.772986, 5.071, 0.714614, 59.6304, 9.27249
52, 11.3114, 0.653504, 0.0235939, 46.2349, 2.63728, 5.532, 1.51967, 255.771, 71.7604
52, 13.552, 1.09296, 0.0416754, 10.783, 0.787557, 4.136, 0.610832, 44.5985, 7.34803
52, 13.5521, 1.06906, 0.0324708, 9.71971, 0.434543, 4.136, 0.610832, 40.2007, 6.20318
52, 13.2554, 1.4348, 0.0218532, 18.4552, 0.608775, 7.62, 0.595265, 140.629, 11.925
52, 13.2554, 1.47501, 0.0183262, 18.4163, 0.339184, 7.62, 0.595265, 140.332, 11.2631
52, 14.9932, 2.7789, 0.0832014, 6.83452, 0.307758, 3.401, 0.483, 23.2442, nan
53, 10.3149, 0.675608, 0.0283837, 4.18101, 0.254788, 3.174, 0.512, 13.2705, nan
54, 13.0847, 1.20206, 0.0286919, 22.1944, 0.789104, 5.006, 2.05933, 111.105, 45.8761
55, 10.9403, 0.975351, 0.0260023, 6.39737, 0.25175, 3.453, 0.546, 22.0901, nan
55, 10.0453, 1.8117, 0.0979969, 11.8495, 1.26313, 2.907, 2.50708, 34.4465, 29.9337
55, 10.0453, 1.80767, 0.0955213, 11.8018, 1.23479, 2.907, 2.50708, 34.3078, 29.805
55, 10.0452, 1.81325, 0.0354469, 11.9553, 0.34602, 2.907, 2.50708, 34.7541, 29.9898
55, 13.3671, 2.06909, 0.0629283, 6.87187, 0.309509, 5.264, 0.546, 36.1735, nan
56, 12.1496, 0.395025, 0.0142526, 26.438, 1.4685, 4.721, 1.27949, 124.814, 34.5302
56, 12.8032, 0.688735, 0.0278953, 6.82518, 0.409244, 6.093, 0.561, 41.5858, nan
57, 12.4299, 2.86873, 0.0990006, 12.584, 0.877381, 4.339, 2.07416, 54.602, 26.3774
57, 12.4299, 2.85631, 0.101756, 12.4347, 0.886243, 4.339, 2.07416, 53.9542, 26.0767
57, 12.4299, 2.77859, 0.122465, 11.2359, 0.963905, 5.0385, 1.03708, 56.6121, 12.6241
57, 12.4299, 2.8175, 0.0510575, 12.4717, 0.335282, 4.339, 2.07416, 54.1147, 25.9092
60, 13.5204, 1.57744, 0.0965538, 14.1784, 1.80846, 8.649, 0.00889561, 122.629, 15.6419
60, 13.5204, 1.57003, 0.0935458, 13.9006, 1.71023, 8.649, 0.00889561, 120.226, 14.7923
60, 13.5204, 1.61357, 0.0903852, 14.7355, 1.73173, 8.649, 0.00889561, 127.447, 14.9783
60, 13.5203, 1.63823, 0.0528191, 16.3746, 0.788944, 8.649, 0.862874, 141.624, 15.6906
61, 14.5627, 0.509127, 0.0154515, 14.3723, 0.651935, 3.535, 0.226838, 50.8061, 3.99249
61, 10.5857, 0.698, 0.0691681, 30.869, 5.30373, 0.513, 0.195703, 15.8358, 6.6256
61, 10.5457, 0.922568, 0.084796, 4.44567, 0.601401, 2.957, 0.568, 13.1458, nan
61, 10.586, 0.793385, 0.0390401, 24.9475, 1.79189, 0.513, 0.0029652, 12.7981, 0.922211
61, 15.2055, 0.926255, 0.0197158, 18.4572, 0.83511, 3.9125, 0.217943, 72.2138, 5.18238
61, 15.2055, 0.914052, 0.0119464, 17.3645, 0.339109, 3.906, 0.0192738, 67.8257, 1.36619
61, 14.8649, 1.19803, 0.0205025, 3.4836, 0.08787, 6.142, 0.568, 21.3963, nan
63, 15.7381, 0.620441, 0.0402031, 11.9799, 1.18009, 7.046, 0.413646, 84.4104, 9.67957
64, 12.7653, 0.470432, 0.0302007, 8.3993, 0.968554, 5.256, 0.546, 44.1467, nan
65, 11.9944, 3.36965, 0.112632, 16.9639, 1.1079, 1.43, 0.0118608, 24.2584, 1.59702
65, 14.6785, 0.872185, 0.0862338, 1.13637, 0.122909, 4.911, 0.582, 5.58071, nan
65, 11.9944, 3.34909, 0.099061, 16.2838, 1.00623, 1.43, 0.0118608, 23.2858, 1.45181
65, 11.9943, 3.47041, 0.078138, 17.7608, 0.861813, 1.422, 0.0192738, 25.2559, 1.27241
65, 15.4137, 1.45626, 0.0229834, 13.0352, 0.308509, 4.051, 0.397337, 52.8056, 5.32802
65, 11.9944, 3.63179, 0.0290995, 20.4677, 0.244414, 1.4155, 0.00963691, 28.972, 0.398246
65, 13.5345, 8.88687, 0.239638, 3.27531, 0.131653, 1.518, 0.582, 4.97192, nan
66, 15.782, 0.329414, 0.0196701, 16.6854, 1.44051, 7.324, 0.407716, 122.204, 12.5534
68, 15.6232, 0.749233, 0.0218525, 6.98513, 0.299075, 5.665, 1.0823, 39.5708, 7.74753
69, 11.0093, 1.33852, 0.039329, 17.9808, 0.797237, 3.422, 1.68424, 61.5303, 30.4065
69, 15.1965, 0.919564, 0.0323045, 8.13105, 0.424047, 3.6545, 0.202375, 29.7149, 2.26037
71, 14.6477, 0.794706, 0.031519, 27.7826, 1.97879, 1.563, 0.0200151, 43.4242, 3.14244
71, 14.6479, 0.686761, 0.0269698, 22.5841, 1.78344, 2.0335, 0.464054, 45.9248, 11.09
71, 11.3256, 1.82094, 0.0517425, 9.58231, 0.403498, 3.5995, 1.77245, 34.4915, 17.0462
71, 14.6479, 0.806889, 0.0143721, 39.7067, 1.05108, 1.846, 0.43885, 73.2986, 17.533
72, 13.9329, 0.732553, 0.0169208, 25.7281, 0.875165, 1.863, 0.468502, 47.9315, 12.1634
72, 12.7438, 3.83326, 0.028077, 11.4052, 0.124335, 3.885, 0.0266868, 44.3092, 0.570937
73, 11.7611, 0.940738, 0.0541562, 14.0709, 1.67743, 5.386, 2.93703, 75.7859, 42.3028
73, 11.7611, 0.946006, 0.0301467, 15.8144, 0.734455, 3.409, 0.00593041, 53.9113, 2.50551
74, 15.2343, 1.08888, 0.0535865, 1.91401, 0.138416, 6.018, 0.594, 11.5185, nan
76, 14.1415, 2.55426, 0.0594482, 14.5429, 0.707168, 4.679, 1.41292, 68.0462, 20.8127
76, 14.1415, 2.57756, 0.0585176, 15.3093, 0.73405, 4.679, 1.41292, 71.6322, 21.9018
76, 14.1415, 2.57403, 0.0359229, 14.28, 0.29407, 4.679, 1.41292, 66.8161, 20.2234
78, 9.41062, 0.576801, 0.0304872, 8.00749, 0.613711, 5.058, 0.641967, 40.5019, 6.00507
78, 14.7853, 1.48103, 0.0491117, 4.8886, 0.262566, 3.605, 0.524, 17.6234, nan
78, 14.7853, 1.45957, 0.0379461, 4.49896, 0.17212, 3.605, 0.524, 16.2188, nan
79, 14.7696, 0.691825, 0.0166145, 22.6892, 0.794838, 3.7715, 0.237216, 85.5723, 6.16076
79, 12.3661, 1.24577, 0.0242857, 1.57559, 0.0465703, 5.938, 0.496, 9.35585, nan
81, 12.424, 1.36033, 0.032962, 14.7724, 0.749693, 3.537, 0.59, 52.25, nan
81, 12.424, 1.36103, 0.0320575, 14.7855, 0.728747, 3.537, 0.59, 52.2963, nan
81, 13.9636, 1.03477, 0.0371925, 6.33606, 0.33441, 4.706, 0.59, 29.8175, nan
81, 14.6941, 1.4964, 0.0385412, 7.24732, 0.275619, 3.779, 0.59, 27.3876, nan
82, 15.5785, 0.860157, 0.0263073, 20.3162, 1.34431, 3.807, 0.483, 77.3438, nan
82, 13.8284, 1.25432, 0.0280913, 32.0626, 1.05892, 4.006, 0.0266868, 128.443, 4.32747
83, 12.352, 1.22316, 0.0400404, 11.0033, 0.696616, 3.714, 0.0118608, 40.8663, 2.59052
