InSight Vortex Database  R. Lorenz et al. (Icarus, submitted)  Generated Wed Jun 24 21:24:10 2020
*************************************************************************************************************************************************************************
Num     Sol     LTST     DP   Nwind  Wmax   Wbef   Waftr  Wdir   Atck    Dcay    Wdth    Solar    Nsolr  Sdip   MinT1   MaxT1   Press    Ls       LMST              UTC
**************************************************************************************************************************************************************************
00001     15   12.41    1.45    58   10.8    4.2    5.5   320     8.5    10.5     9.1   -9.990     0    0.000   248.7   251.1   733.3   304.8   13:09:41   2018-12-12T04:36:02
00002     15   13.17    2.28    22    8.6    7.4    6.3   305     7.1     7.5    10.5   -9.990     0    0.000   246.9   250.4   728.8   304.9   13:54:49   2018-12-12T05:22:25
00003     16   09.59    1.15    51   12.5   -9.9    4.7   305     6.4    11.8    14.2   -9.990     0    0.000   219.1   220.8   756.7   305.4   10:20:40   2018-12-13T02:21:58
00004     16   09.88    1.24    58    7.2    4.9    2.2   251     3.8     6.2     7.0   -9.990     0    0.000   223.9   226.1   755.1   305.4   10:38:05   2018-12-13T02:39:51
00005     16   11.30    0.83    30   17.4   10.7    9.3   345     4.0     5.0     5.0   -9.990     0    0.000   233.7   236.5   746.8   305.4   12:03:18   2018-12-13T04:07:25
00006     16   15.25    1.17    60   18.1    8.5    9.3   000     7.8     2.8     5.3    0.175     1    0.000   246.6   248.5   723.3   305.5   16:00:17   2018-12-13T08:10:55
00007     17   11.36    1.27    59   12.8    7.9    6.7   301     3.1     2.0     3.1    0.377     1    0.000   236.6   239.8   739.7   306.0   12:06:56   2018-12-14T04:50:45
00008     17   13.80    1.32    61   11.3    6.0    9.1   010     0.9     0.9     1.2   -9.990     0    0.000   248.0   250.2   724.5   306.1   14:33:25   2018-12-14T07:21:15
00009     18   12.94    1.01    61   16.0   11.6    5.3   305     5.0     6.2     5.8   -9.990     0    0.000   250.7   252.3   730.7   306.7   13:42:16   2018-12-15T07:08:17
00010     18   13.10    1.44    61   17.4   10.0    8.8   308     8.4     8.2    11.9    0.350     1    0.000   251.7   253.8   729.5   306.7   13:51:44   2018-12-15T07:18:01
00011     18   14.89    1.51    58   14.9    8.6    6.9   000     1.9     1.6     2.5    0.212     1    0.000   249.8   251.2   722.6   306.7   15:39:32   2018-12-15T09:08:46
00012     18   15.89    1.99    61   13.1   10.1    6.6   301     0.6     0.8     1.0    0.099     1    0.000   244.3   245.7   719.1   306.7   16:39:21   2018-12-15T10:10:15
00013     19   09.94    2.12    59   16.0   11.1    8.2   271     3.9     3.5     5.1   -9.990     0    0.000   221.6   223.4   749.5   307.2   10:42:25   2018-12-16T04:43:05
00014     19   11.35    1.57    61   17.7   10.3    6.0   305    17.2    11.7    13.2    0.373     1    0.000   235.7   237.6   741.1   307.2   12:07:17   2018-12-16T06:10:17
00015     19   11.84    0.87    24   15.4   14.1    5.6   301    10.0     1.0     4.0    0.375     1    0.000   242.6   244.8   737.6   307.2   12:36:45   2018-12-16T06:40:33
00016     19   12.64    0.84    61   14.0    4.7    9.3   278    13.0    23.4    31.7   -9.990     0    0.000   243.5   248.1   731.8   307.3   13:24:53   2018-12-16T07:30:01
00017     19   13.29    0.97    62   17.6   12.6    7.9   305     4.5     1.9     5.3   -9.990     0    0.000   249.8   252.3   728.4   307.3   14:03:32   2018-12-16T08:09:43
00018     19   13.44    1.68    61   23.6   10.7    9.6   348    11.6     8.0    11.2   -9.990     0    0.000   250.2   252.5   727.3   307.3   14:12:43   2018-12-16T08:19:09
00019     19   13.71    4.82    57   17.3    9.4   10.2   345     3.9     2.4     4.5   -9.990     0    0.000   248.3   250.8   726.5   307.3   14:28:30   2018-12-16T08:35:22
00020     19   14.13    5.76    59   20.7   13.7    7.3   355    12.2     4.1    11.6    0.277     1    0.000   249.6   253.5   722.9   307.3   14:54:03   2018-12-16T09:01:38
00021     19   15.14    1.12    57   17.6   10.0    8.9   345    10.7     9.8    16.6    0.182     1    0.000   246.1   248.3   719.0   307.3   15:54:22   2018-12-16T10:03:36
00022     20   11.43    1.18    29   10.5    6.9    4.4   271     9.0     5.5    11.0    0.378     2    0.000   243.3   247.7   737.1   307.8   12:12:24   2018-12-17T06:55:08
00023     20   12.09    1.54    28   17.7   16.6    8.5   301    31.6    11.0    35.6    0.380     1    0.000   239.7   242.8   731.8   307.9   12:51:43   2018-12-17T07:35:31
00024     20   12.85    1.07    24   14.9    7.9    4.4   030     1.3     1.0     1.6    0.360     1    0.000   255.0   258.8   728.2   307.9   13:37:15   2018-12-17T08:22:18
00025     20   12.95    1.37    50   14.3   11.3    6.5   291     9.5     6.3    12.8    0.355     1    0.000   251.8   255.2   727.8   307.9   13:43:15   2018-12-17T08:28:28
00026     20   14.52    0.84    61   14.0   10.4    5.2   005     5.7     2.4     3.8   -9.990     0    0.000   248.6   250.7   719.5   307.9   15:17:53   2018-12-17T10:05:42
00027     21   11.52    2.16    55   15.1   12.1   10.4   305     2.0     1.2     1.4    0.377     2    0.000   234.6   238.5   743.8   308.5   12:18:09   2018-12-18T07:40:37
00028     21   12.03    1.31    61   15.8   13.6    3.4   305     1.3     1.7     1.9    0.377     1    0.000   241.5   245.0   740.5   308.5   12:48:20   2018-12-18T08:11:38
00029     21   14.14    0.93    60   15.5   10.6    8.6   296    18.7     7.7    16.2   -9.990     0    0.000   250.0   252.4   726.5   308.5   14:55:16   2018-12-18T10:22:03
00030     23   10.65    0.96     0   -9.9   -9.9   -9.9   -99     6.5     3.9     6.4    0.352     1    0.000   232.8   234.6   744.3   309.6   11:26:24   2018-12-20T08:06:37
00031     23   11.63    1.20     0   -9.9   -9.9   -9.9   -99     6.0    11.0    12.0   -9.990     0    0.000   241.7   244.2   738.2   309.7   12:25:24   2018-12-20T09:07:15
00032     23   14.15    1.29     0   -9.9   -9.9   -9.9   -99     4.9     2.9     4.0    0.281     1    0.000   246.6   248.9   725.3   309.7   14:56:15   2018-12-20T11:42:15
00033     24   11.96    0.95    31   19.8   -9.9   -9.9   305     9.5    10.0     8.0   -9.990     0    0.000   242.8   244.5   734.0   310.3   12:45:25   2018-12-21T10:07:24
00034     24   12.24    3.75    56   25.9   11.9    5.8   005    10.5     7.5    14.3   -9.990     0    0.000   240.9   244.5   731.5   310.3   13:01:55   2018-12-21T10:24:21
00035     24   13.05    1.31    24   11.1   -9.9   -9.9   231    17.5    18.5    28.5    0.346     1    0.000   246.1   251.0   726.0   310.3   13:50:42   2018-12-21T11:14:29
00036     24   13.67    1.15    61   18.6   16.3    8.3   315    11.3    19.4    10.8    0.311     1    0.000   245.7   247.1   724.5   310.3   14:27:59   2018-12-21T11:52:47
00037     24   14.51    0.80    30   12.3   -9.9   -9.9   305     5.5     4.5     6.0   -9.990     0    0.000   247.4   249.4   720.2   310.3   15:18:26   2018-12-21T12:44:37
00038     26   11.19    2.85    60   23.4    8.4    6.5   345     5.6     6.3     8.2    0.369     1    0.000   235.8   238.0   744.5   311.4   11:59:40   2018-12-23T10:39:34
00039     26   12.74    3.84    59   19.1   13.4   13.6   303     5.4     3.2     5.4    0.362     2    0.000   244.1   246.6   733.5   311.5   13:32:19   2018-12-23T12:14:46
00040     26   13.78    4.00    59   28.2   12.1    9.6   286     2.4     2.6     4.1    0.306     1    0.000   245.5   247.8   729.0   311.5   14:35:02   2018-12-23T13:19:12
00041     27   11.62    0.81    31   12.9   -9.9   -9.9   315     6.0     4.5     8.0    0.376     1    0.000   240.8   243.3   731.3   312.0   12:25:19   2018-12-24T11:45:30
00042     27   12.48    0.90    28    9.5   -9.9   -9.9   010     6.5     8.5    10.0   -9.990     0    0.000   251.1   253.1   726.2   312.1   13:17:31   2018-12-24T12:39:09
00043     28   11.48    1.14    29   11.9   -9.9   -9.9   301     2.0     3.0     3.0    0.372     1    0.000   233.7   236.9   743.6   312.6   12:17:23   2018-12-25T12:16:57
00044     28   12.40    0.84    31   15.7   -9.9   -9.9   310     8.5     7.0    11.5    0.367     1    0.000   243.8   245.9   737.4   312.7   13:12:40   2018-12-25T13:13:44
00045     28   12.66    0.87    29   15.6   -9.9   -9.9   310     2.5     0.5     1.5    0.361     1    0.000   242.9   247.2   735.5   312.7   13:28:16   2018-12-25T13:29:46
00046     28   15.66    0.85    30   17.3   -9.9   -9.9   310    21.5     7.5     5.5   -9.990     0    0.000   245.1   246.8   718.3   312.7   16:28:32   2018-12-25T16:34:59
00047     29   10.24    1.16    28   12.9   -9.9   -9.9   271     6.0     4.0     4.0    0.320     1    0.000   220.5   223.7   740.3   313.2   11:03:05   2018-12-26T11:40:11
00048     29   11.75    2.23    50    9.2    7.8    6.2   251     6.3     0.9     1.1    0.370     1    0.000   237.9   240.9   731.6   313.2   12:33:42   2018-12-26T13:13:17
00049     29   12.06    1.26    27    9.8   -9.9   -9.9   261     3.5     2.0     3.5    0.368     1    0.000   237.8   240.0   729.4   313.2   12:52:14   2018-12-26T13:32:21
00050     29   12.64    2.79    59   13.7    7.3    8.5   305     3.9     2.4     4.2   -9.990     0    0.000   248.2   249.7   726.0   313.3   13:27:13   2018-12-26T14:08:17
00051     29   13.44    1.01    31   16.7   -9.9   -9.9   291     5.5     6.0     7.5   -9.990     0    0.000   249.6   250.9   722.0   313.3   14:15:07   2018-12-26T14:57:30
00052     29   13.73    2.10    59   12.1    8.8    4.5   301     1.1     1.3     1.5    0.302     1    0.000   253.4   255.7   720.6   313.3   14:32:38   2018-12-26T15:15:30
00053     29   13.93    3.67    62   19.5   10.0    4.3   345     5.8     7.4    10.3    0.289     1    0.000   252.1   253.9   719.0   313.3   14:44:27   2018-12-26T15:27:38
00054     33   09.65    1.27     6    9.6   -9.9   -9.9   310     1.0     3.0     3.0   -9.990     0    0.000   218.9   219.6   754.8   315.6   10:28:45   2018-12-30T13:43:15
00055     33   10.13    0.91     6   12.7   -9.9   -9.9   305     9.0     4.0     6.5   -9.990     0    0.000   221.7   223.3   750.8   315.6   10:57:40   2018-12-30T14:12:58
00056     33   11.64    3.36    49   18.4   11.1    9.3   305     4.4     2.5     4.4    0.368     1    0.000   237.1   239.4   740.6   315.6   12:28:14   2018-12-30T15:46:02
00057     33   15.11    0.88     6   14.5   -9.9   -9.9   315    21.5    24.5     5.5   -9.990     0    0.000   245.2   245.8   718.4   315.7   15:56:03   2018-12-30T19:19:33
00058     34   09.46    1.24     6    9.8   -9.9   -9.9   296     2.5     2.5     3.5   -9.990     0    0.000   213.3   215.3   746.1   316.2   10:17:18   2018-12-31T14:11:05
00059     34   10.25    0.80     5   11.3   -9.9   -9.9   266     3.0     2.0     3.5    0.313     1    0.000   221.5   222.4   740.5   316.2   11:05:07   2018-12-31T15:00:13
00060     34   12.48    3.38    61   17.3    9.4    8.6   305     1.2     0.8     1.5   -9.990     0    0.000   243.7   245.8   725.8   316.2   13:18:34   2018-12-31T17:17:20
00061     34   14.67    0.98    59   18.2    8.7    5.8   350     3.4     1.4     3.5    0.222     1    0.000   252.8   255.3   712.3   316.3   15:30:11   2018-12-31T19:32:33
00062     35   12.90    0.84     6    7.7   -9.9    5.9   -10     2.5     2.0     3.5   -9.990     0    0.000   246.0   251.5   725.1   316.8   13:43:54   2019-01-01T18:22:57
00063     35   14.60    1.08    59   13.8    8.9    5.8   345     3.0     1.2     2.9    0.231     1    0.000   250.6   252.1   715.7   316.8   15:26:13   2019-01-01T20:08:05
00064     36   09.60    1.73    59   14.1    6.6    1.6   268     6.9     7.3    10.7   -9.990     0    0.000   221.9   224.3   746.1   317.3   10:26:24   2019-01-02T15:39:37
00065     37   10.10    1.74     6   12.6    5.1    3.6   215     6.0     7.0    10.5   -9.990     0    0.000   232.4   236.5   745.5   317.9   10:56:39   2019-01-03T16:50:16
00066     37   13.67    1.23    54   13.5    3.6    8.8   181    24.4     2.0     3.6    0.295     1    0.000   243.4   246.5   718.1   318.0   14:30:29   2019-01-03T20:30:00
00067     37   14.95    1.85    61   15.3    9.9    7.7   308     1.5     1.3     2.2   -9.990     0    0.000   251.3   252.8   711.2   318.0   15:47:33   2019-01-03T21:49:10
00068     37   15.71    1.45    61   11.2    7.4    6.7   345    11.5     1.1     1.6   -9.990     0    0.000   249.2   250.8   707.7   318.0   16:32:58   2019-01-03T22:35:50
00069     38   11.57    1.44    45   15.5    8.1   -9.9   286     3.5     1.5     3.0   -9.990     0    0.000   238.1   239.6   735.9   318.5   12:24:38   2019-01-04T19:00:16
00070     38   11.76    3.10    50   21.8    8.3    5.1   276     4.1     2.7     4.6   -9.990     0    0.000   236.2   239.1   734.0   318.6   12:36:06   2019-01-04T19:12:03
00071     38   11.87    1.18     6    9.9   -9.9   -9.9   301     2.5     1.0     2.0   -9.990     0    0.000   239.4   240.5   732.8   318.6   12:42:31   2019-01-04T19:18:39
00072     38   12.39    0.81     4   13.9   -9.9   -9.9   291    19.5    14.5    24.5    0.347     1    0.000   244.1   245.7   728.0   318.6   13:13:50   2019-01-04T19:50:49
00073     38   12.85    1.17     5    7.4   -9.9   -9.9   305     1.5     0.5     1.5    0.333     1    0.000   243.1   245.6   725.0   318.6   13:41:26   2019-01-04T20:19:11
00074     38   13.31    2.65    60   16.8   11.1    4.2   345     1.0    10.4     9.1    0.313     1    0.000   247.9   249.6   719.9   318.6   14:09:20   2019-01-04T20:47:51
00075     39   09.87    1.22     7   10.1   -9.9   -9.9   271     5.0     5.5     6.5    0.283     1    0.000   219.4   221.6   741.9   319.1   10:42:50   2019-01-05T17:55:15
00076     39   12.73    5.67     5   24.8   -9.9   -9.9   310    13.5     4.0    12.0   -9.990     0    0.000   261.0   265.2   718.8   319.2   13:34:20   2019-01-05T20:51:28
00077     39   13.05    2.46     6   14.0   -9.9   -9.9   355    13.0     4.0    10.0   -9.990     0    0.000   249.7   252.5   717.8   319.2   13:53:53   2019-01-05T21:11:34
00078     39   15.45    2.43     5    9.6   -9.9   -9.9   305     2.5     1.0     2.0   -9.990     0    0.000   249.3   250.2   703.6   319.2   16:17:54   2019-01-05T23:39:32
00079     41   11.21    1.20     5    6.1   -9.9   -9.9   006     3.0     4.0     4.0    0.346     1    0.000   242.3   244.1   732.8   320.3   12:03:48   2019-01-07T20:37:37
00080     41   14.61    0.95    62   15.2    9.4   -9.9   010    12.0    16.8    20.0   -9.990     0    0.000   261.1   269.1   709.1   320.4   15:27:49   2019-01-08T00:07:15
00081     42   13.60    0.90     6    9.1    7.1    9.1   355     1.0     0.5     1.0    0.295     2    0.000   250.8   252.1   718.9   320.9   14:27:02   2019-01-08T23:44:23
00082     43   10.10    1.13     6    9.9    7.8    4.9   125     3.0     1.5     3.5    0.286     2    0.000   232.7   233.8   748.8   321.4   10:56:57   2019-01-09T20:48:06
00083     44   11.91    0.87     7   16.1   -9.9   -9.9   133    11.5    10.0    13.0    0.315     1    0.000   255.2   257.7   721.1   322.0   12:45:46   2019-01-10T23:19:30
00084     44   12.48    1.07     6   10.3   -9.9   -9.9   051     1.7     1.1     1.8   -9.990     0    0.000   255.5   258.8   716.3   322.1   13:20:13   2019-01-10T23:54:54
00085     44   13.29    2.87    62   18.8   12.6    9.4   100    10.0     8.4    13.6   -9.990     0    0.000   259.5   262.8   707.8   322.1   14:08:38   2019-01-11T00:44:39
00086     45   09.17    0.83     7   14.7   -9.9   -9.9   105     7.0     1.0     4.0   -9.990     0    0.000   220.2   221.1   749.4   322.6   10:01:42   2019-01-11T21:10:31
00087     45   13.35    0.84    62   14.4   11.7    7.4   082     1.6     2.2     2.6   -9.990     0    0.000   263.5   265.1   697.3   322.7   14:12:16   2019-01-12T01:27:58
00088     46   10.19    0.86     5   17.4   -9.9   -9.9   115    18.5     0.5     3.0   -9.990     0    0.000   228.5   229.3   727.9   323.2   11:02:53   2019-01-12T22:52:57
00089     46   13.25    1.92    60   14.8   11.2    8.5   085     7.0     3.7     6.9   -9.990     0    0.000   259.2   261.4   695.0   323.2   14:06:32   2019-01-13T02:01:40
00090     47   13.09    0.80     6   13.0   -9.9   -9.9   100    10.4    19.7    14.7   -9.990     0    0.000   260.8   262.0   697.9   323.8   13:56:47   2019-01-14T02:31:14
00091     49   11.26    2.80    62   13.6    8.1    6.4   085     3.1     1.5     3.3    0.272     1    0.000   243.4   244.6   718.3   324.9   12:07:13   2019-01-16T01:57:50
00092     49   12.66    1.38     6   15.5   -9.9   -9.9   090     7.5     6.4    11.4   -9.990     0    0.000   258.5   260.3   709.0   324.9   13:31:14   2019-01-16T03:24:09
00093     50   14.41    1.06     5   10.1    9.7    3.9   025    15.0    14.0    22.0   -9.990     0    0.000   247.5   250.2   703.0   325.6   15:16:17   2019-01-17T05:51:41
00094     51   10.77    1.42     6    8.7    5.6    4.9   085     6.0     4.5     7.5    0.239     1    0.000   233.6   234.9   730.9   326.1   11:38:07   2019-01-18T02:47:06
00095     52   11.31    0.87     6    8.3    5.7   -9.9   035     5.3    12.5    12.6   -9.990     0    0.000   242.0   246.6   729.8   326.6   12:10:29   2019-01-19T03:59:57
00096     52   12.34    1.71     7   12.6    8.4   -9.9   018     1.5     0.6     1.4   -9.990     0    0.000   248.8   251.3   720.1   326.7   13:12:03   2019-01-19T05:03:12
00097     52   13.26    1.34     6    9.9   -9.9   -9.9   090    11.0    14.5    18.6   -9.990     0    0.000   254.7   257.3   712.3   326.7   14:07:08   2019-01-19T05:59:48
00098     52   13.55    1.13     6   15.4   -9.9    3.8   090     9.6     3.5    10.0   -9.990     0    0.000   249.4   252.4   710.1   326.7   14:25:00   2019-01-19T06:18:10
00099     52   14.99    3.11    57   14.0    7.7    3.4   031     5.4     2.7     5.2    0.128     5    0.000   251.3   252.5   699.5   326.7   15:51:24   2019-01-19T07:46:56
00100     52   15.04    0.97    61   10.2    6.1    3.9   033     2.1     1.1     1.5    0.125     4    0.000   249.9   250.9   699.4   326.7   15:54:17   2019-01-19T07:49:54
00101     54   13.09    1.21    57   14.2   -9.9    6.5   080    10.8     9.4    14.9   -9.990     0    0.000   256.1   259.0   708.5   327.8   13:56:59   2019-01-21T07:08:33
00102     55   10.04    1.71    61   11.0    5.1    3.7   153     4.8    10.3    11.8   -9.990     0    0.000   224.5   225.9   739.5   328.3   10:54:32   2019-01-22T04:40:40
00103     55   10.94    0.86    60   15.2    5.8    4.0   115     6.1     4.8     7.9    0.253     4    0.000   233.6   236.2   731.7   328.3   11:48:18   2019-01-22T05:35:55
00104     55   13.37    2.11    61   19.4    8.0   -9.9   348     6.8     2.6     7.3   -9.990     0    0.000   259.7   263.6   706.2   328.4   14:13:55   2019-01-22T08:05:32
00105     56   14.86    0.84     6   10.9    8.4    6.0   305     7.9     4.3     8.5    0.138     5    0.000   251.0   252.0   690.3   329.0   15:43:44   2019-01-23T10:17:25
00106     56   14.88    0.93     6    9.0    7.6    7.2   305     2.4     1.1     2.1    0.137     4    0.000   250.7   251.1   690.3   329.0   15:44:45   2019-01-23T10:18:28
00107     57   12.43    2.98    60   18.4    6.3    6.4   350    10.5     4.2    10.8   -9.990     0    0.000   247.3   250.8   713.2   329.5   13:17:42   2019-01-24T08:26:57
00108     59   13.66    0.84    62   11.1    8.4    5.7   351     2.8     1.2     1.9    0.217     2    0.000   252.9   254.6   704.1   330.7   14:31:14   2019-01-26T11:01:41
00109     60   11.28    0.95    59   11.7    6.4    6.9   286     5.8     2.3     6.0    0.261     4    0.000   237.3   240.2   723.4   331.2   12:08:50   2019-01-27T09:14:57
00110     60   13.52    1.73    60   15.3    9.4    9.2   340    12.3     5.8    14.9   -9.990     0    0.000   249.3   252.1   703.9   331.2   14:23:07   2019-01-27T11:32:55
00111     61   10.55    0.83    32    9.1    3.9    3.5   211     4.0     4.1     5.8   -9.990     0    0.000   232.9   235.9   728.5   331.7   11:24:35   2019-01-28T09:09:05
00112     61   10.59    0.96    57   10.0    6.8    6.2   226     8.3    17.9    17.3   -9.990     0    0.000   234.5   239.7   727.7   331.7   11:26:56   2019-01-28T09:11:29
00113     61   14.87    1.14     6   10.4   -9.9   -9.9   360     3.2     1.0     3.2    0.138     4    0.000   254.1   255.2   693.2   331.8   15:43:44   2019-01-28T13:35:21
00114     61   15.21    0.90     3    5.8   -9.9   -9.9   291    14.1     8.0    16.0    0.113     4    0.000   254.1   255.3   691.1   331.8   16:04:11   2019-01-28T13:56:21
00115     63   09.40    1.26     5    8.3   -9.9   -9.9   -10     4.5     6.0     6.5   -9.990     0    0.000   223.2   224.8   734.1   332.8   10:16:04   2019-01-30T09:17:51
00116     63   15.74    1.13     6    8.8    8.5    5.1   340     6.9     1.2     2.7    0.074     4    0.000   247.2   247.8   687.4   333.0   16:36:05   2019-01-30T15:48:19
00117     65   10.00    0.83    56    6.4    5.0    4.0   191     4.0     4.5     6.0   -9.990     0    0.000   226.0   228.2   730.8   334.0   10:51:28   2019-02-01T11:13:24
00118     65   11.99    4.05    49   14.7   11.1    6.2   026     8.9    12.5    13.5    0.264     4    0.000   241.6   244.2   713.9   334.0   12:51:17   2019-02-01T13:16:30
00119     65   13.53    9.18    53   20.1    6.9    4.5   020     2.6     1.3     2.9    0.221     4    0.000   249.9   252.0   702.1   334.0   14:23:41   2019-02-01T14:51:26
00120     65   15.41    1.52     6   12.5    7.8    5.1   015     8.7     5.4    11.3    0.099     4    0.000   249.8   250.2   690.6   334.1   16:16:28   2019-02-01T16:47:20
00121     67   10.30    0.96     6    8.7   -9.9   -9.9   210     6.0    11.0    13.5   -9.990     0    0.000   231.1   231.9   728.8   335.1   11:09:34   2019-02-03T12:51:10
00122     67   12.76    1.81     7    9.1   -9.9   -9.9   015     7.5     4.0     7.0    0.252     4    0.000   249.2   251.1   707.7   335.1   13:37:10   2019-02-03T15:22:50
00123     67   13.99    1.32     5    7.5   -9.9   -9.9   016     4.5     3.5     6.0    0.197     4    0.000   251.7   252.2   699.3   335.2   14:50:47   2019-02-03T16:38:28
00124     69   11.01    1.87    56   11.0    8.9    4.3   246     9.5     3.8     9.0    0.257     4    0.000   231.3   233.6   719.7   336.2   11:51:58   2019-02-05T14:53:54
00125     69   14.56    1.49     6   11.2   -9.9   -9.9   011     1.5     2.0     2.0   -9.990     0    0.000   251.5   253.1   694.0   336.3   15:24:57   2019-02-05T18:32:45
00126     69   15.20    1.16     6    6.7   -9.9   -9.9   350     5.5     2.5     4.5    0.115     4    0.000   252.3   253.0   690.2   336.3   16:03:10   2019-02-05T19:12:01
00127     71   11.33    1.93    60   15.1    7.4    6.3   075     8.8     3.7     8.5    0.264     4    0.000   231.4   236.3   721.3   337.3   12:10:43   2019-02-07T16:32:21
00128     72   09.12    1.09     6   11.6   -9.9   -9.9   176     3.0     8.5     8.5   -9.990     0    0.000   215.0   216.5   731.9   337.8   09:58:13   2019-02-08T14:55:48
00129     72   12.74    3.62    62   20.6    7.4    5.6   151     7.8     6.5    11.2   -9.990     0    0.000   251.2   254.0   708.6   337.9   13:35:42   2019-02-08T18:39:15
00130     73   11.76    1.16     7   12.3   -9.9   -9.9   203     6.5    10.0     8.5    0.269     4    0.000   240.2   246.4   714.8   338.4   12:36:37   2019-02-09T18:18:08
00131     74   15.23    1.00    62   12.6    7.6    6.0   305     1.7     0.8     1.7   -9.990     0    0.000   251.2   253.8   694.2   339.1   16:04:52   2019-02-10T22:31:42
00132     75   11.00    2.20    47   14.0   12.7    8.3   195     4.6    16.0    17.2    0.260     4    0.000   230.5   233.3   719.2   339.5   11:50:33   2019-02-11T18:49:58
00133     75   13.76    0.89    58   13.4    7.8    3.9   040     9.0    10.9    13.7   -9.990     0    0.000   252.0   253.9   701.9   339.6   14:36:11   2019-02-11T21:40:10
00134     76   14.14    2.47    42   16.7    7.6   -9.9   251     6.4    12.6    14.4    0.191     4    0.000   253.9   260.1   696.7   340.1   14:59:02   2019-02-12T22:43:14
00135     76   14.24    1.38    58   14.7    4.3    4.3   301     2.0     1.7     2.9    0.185     5    0.000   252.9   255.5   696.4   340.1   15:04:44   2019-02-12T22:49:05
00136     77   10.97    0.98     5    8.2   -9.9   -9.9   286     4.0     1.0     3.0    0.263     4    0.000   238.9   241.2   721.9   340.6   11:48:32   2019-02-13T20:07:05
00137     78   13.90    1.56    61    9.8    3.8    8.5   261     1.0     1.5     1.7   -9.990     0    0.000   245.9   248.6   703.5   341.2   14:44:11   2019-02-14T23:47:09
00138     78   14.79    1.28    60   10.4    6.5    4.8   286     3.2     2.5     4.6   -9.990     0    0.000   251.8   254.1   697.7   341.2   15:37:25   2019-02-15T00:41:50
00139     79   12.37    1.12    61   14.4    8.1    7.9   296     1.6     1.1     1.9    0.269     4    0.000   244.2   246.6   709.5   341.7   13:12:08   2019-02-15T22:52:09
00140     79   13.30    0.92     3    6.8   -9.9   -9.9   155     4.5     2.0     4.0    0.237     4    0.000   254.9   256.5   705.8   341.7   14:07:56   2019-02-15T23:49:29
00141     81   12.42    1.38     6   16.9   -9.9   -9.9   276     7.0    12.5    13.0    0.262     4    0.000   248.8   252.5   710.3   342.8   13:15:15   2019-02-18T00:14:31
00142     81   13.96    0.94     5    7.1   -9.9   -9.9   296     6.0     5.0     8.5   -9.990     0    0.000   249.1   250.1   703.4   342.8   14:47:42   2019-02-18T01:49:31
00143     81   14.69    1.56     6   16.9   -9.9   -9.9   301     7.0     5.5     6.5   -9.990     0    0.000   247.2   249.3   699.1   342.9   15:31:30   2019-02-18T02:34:31
00144     82   13.83    1.26     6    9.6   -9.9   -9.9   281    24.0    12.5    30.0   -9.990     0    0.000   252.4   255.3   703.7   343.4   14:39:34   2019-02-19T02:20:45
00145     82   15.58    0.91     4    8.6   -9.9   -9.9   296    17.5    10.0    19.5   -9.990     0    0.000   251.2   252.3   693.7   343.4   16:24:26   2019-02-19T04:08:30
00146     83   10.02    0.84     5    8.7   -9.9   -9.9   211     5.0     4.0     7.0   -9.990     0    0.000   223.9   225.2   718.5   343.8   10:50:46   2019-02-19T23:05:15
00147     83   11.01    1.09     6    7.8   -9.9   -9.9   171     5.5     6.5     9.0    0.261     5    0.000   233.5   235.3   716.3   343.9   11:50:24   2019-02-20T00:06:31
00148     83   12.08    1.51     3    5.3   -9.9   -9.9   070     3.0     4.5     5.0    0.270     4    0.000   239.5   243.2   708.6   343.9   12:54:31   2019-02-20T01:12:24
00149     83   12.35    1.19     6    8.4   -9.9   -9.9   166     8.5     6.5    11.5    0.266     4    0.000   247.6   249.0   707.4   343.9   13:10:40   2019-02-20T01:29:00
00150     84   14.57    0.86     7    6.0   -9.9   -9.9   301     1.5     1.0     1.5   -9.990     0    0.000   252.0   253.3   700.5   344.5   15:23:51   2019-02-21T04:25:26
00151     84   14.79    1.22     4    5.0   -9.9   -9.9   020     3.5     1.0     1.5   -9.990     0    0.000   248.7   249.9   699.5   344.5   15:36:38   2019-02-21T04:38:34
00152     85   10.04    0.81     7   10.1   -9.9   -9.9   191     3.5     2.0     2.5   -9.990     0    0.000   223.6   224.9   721.3   344.9   10:51:44   2019-02-22T00:25:25
00153     88   14.34    1.48     6   15.6   -9.9   -9.9   350     2.5     2.5     3.5    0.172     2    0.000   249.1   250.8   704.2   346.6   15:09:15   2019-02-25T06:48:47
00154     88   15.57    0.90     5    6.9   -9.9   -9.9   345     5.0     0.5     1.0    0.086     2    0.000   248.3   248.6   698.7   346.7   16:22:45   2019-02-25T08:04:18
00155     89   13.73    1.11     4    9.4   -9.9   -9.9   305     3.5     5.5     5.5    0.205     2    0.000   252.7   254.0   703.3   347.2   14:32:24   2019-02-26T06:50:30
00156     89   13.87    0.81     4    5.3   -9.9   -9.9   -10     3.5     3.5     3.5   -9.990     0    0.000   248.5   249.5   703.0   347.2   14:40:23   2019-02-26T06:58:42
00157     89   14.35    1.80     5    6.1   -9.9   -9.9   305     5.0     5.5     7.5   -9.990     0    0.000   253.7   254.6   700.5   347.2   15:09:29   2019-02-26T07:28:36
00158     91   12.20    1.29     4   10.7   -9.9   -9.9   -10     6.5     9.0    11.5    0.261     2    0.000   246.8   249.0   709.4   348.2   13:00:05   2019-02-28T06:34:49
