sol, median_wind, 0_median_wind, 0_hour_fraction, 1_median_wind, 1_hour_fraction, 2_median_wind, 2_hour_fraction, 3_median_wind, 3_hour_fraction, 4_median_wind, 4_hour_fraction, 5_median_wind, 5_hour_fraction, 6_median_wind, 6_hour_fraction, 7_median_wind, 7_hour_fraction, 8_median_wind, 8_hour_fraction, 9_median_wind, 9_hour_fraction, 10_median_wind, 10_hour_fraction, 11_median_wind, 11_hour_fraction, 12_median_wind, 12_hour_fraction, 13_median_wind, 13_hour_fraction, 14_median_wind, 14_hour_fraction, 15_median_wind, 15_hour_fraction, 16_median_wind, 16_hour_fraction, 17_median_wind, 17_hour_fraction, 18_median_wind, 18_hour_fraction, 19_median_wind, 19_hour_fraction, 20_median_wind, 20_hour_fraction, 21_median_wind, 21_hour_fraction, 22_median_wind, 22_hour_fraction, 23_median_wind, 23_hour_fraction
370, 4.411, 2.924, 0.999722, 3.5215, 0.999722, 3.9085, 0.999722, 4.474, 0.999722, 4.6915, 0.999722, 4.508, 0.955278, 5.712, 0.127778, 5.836, 0.999722, 5.898, 0.999722, 10.522, 0.999722, 11.608, 0.999722, 11.58, 0.746111, 0, 0, 0, 0, 8.319, 0.725833, 7.861, 0.999722, 6.1575, 0.999722, 1.006, 0.999722, 0.45, 0.81, 0.399, 0.820556, 2.187, 0.926667, 2.305, 0.999722, 3.755, 0.999722, 3.199, 0.999722
371, 5.043, 3.586, 0.999722, 3.047, 0.999722, 3.793, 0.999722, 4.415, 0.999722, 5.217, 0.999722, 4.6835, 0.999722, 4.761, 0.999722, 5.843, 0.999722, 7.027, 0.996944, 11.5445, 0.441944, 12.686, 0.999722, 12.384, 0.999722, 10.552, 0.999722, 9.0885, 0.999722, 8.43, 0.999722, 9.1475, 0.999722, 7.123, 0.999167, 0.266, 0.999444, 0.477, 0.999722, 1.166, 0.997778, 1.894, 0.996389, 2.312, 0.999167, 2.309, 0.999722, 2.888, 0.999722
372, 5.149, 3.637, 0.999722, 3.736, 0.999722, 3.402, 0.999722, 4.3985, 0.999722, 4.872, 0.999722, 4.7945, 0.999722, 5.3995, 0.999722, 6.114, 0.999722, 6.623, 0.999722, 10.283, 0.999722, 11.391, 0.999722, 11.396, 0.999722, 10.382, 0.999722, 9.0915, 0.999722, 8.016, 0.999722, 8.076, 0.999722, 6.939, 0.999722, 3.413, 0.991111, 2.445, 0.9975, 1.348, 0.998056, 2.0735, 0.995833, 2.187, 0.998611, 2.287, 0.998611, 3.834, 0.999722
373, 4.967, 2.798, 0.626944, 2.912, 0.999722, 3.159, 0.999722, 4.202, 0.999722, 5.119, 0.999722, 4.301, 0.999722, 4.816, 0.999722, 5.534, 0.999722, 5.803, 0.999722, 8.923, 0.999722, 11.807, 0.999722, 11.7005, 0.999722, 9.8115, 0.999722, 9.0555, 0.999722, 8.714, 0.999722, 8.288, 0.999722, 6.534, 0.999444, 0.382, 0.998889, 0.652, 0.998333, 0.59, 0.996389, 2.353, 0.994444, 2.865, 0.999722, 2.775, 0.999722, 3.417, 0.893333
374, 4.915, 3.471, 0.999722, 3.619, 0.999722, 3.827, 0.999722, 4.275, 0.999722, 5.3245, 0.999722, 4.47, 0.999722, 4.631, 0.999722, 5.5645, 0.999722, 6.578, 0.999722, 10.202, 0.999722, 11.778, 0.999722, 11.441, 0.999722, 10.1185, 0.999722, 9.103, 0.999722, 8.795, 0.999722, 9.109, 0.999722, 6.1865, 0.999722, 0.538, 0.999722, 0.477, 0.924444, 2.518, 0.969167, 1.502, 0.999444, 2.507, 0.999722, 3.475, 0.999722, 2.871, 0.999722
375, 5.116, 3.464, 0.999722, 3.592, 0.999722, 4.307, 0.999722, 4.806, 0.654444, 5.612, 0.791111, 4.309, 0.999722, 4.538, 0.7, 5.766, 0.488056, 6.645, 0.999722, 10.903, 0.999722, 11.986, 0.999722, 12.073, 0.999722, 10.897, 0.999722, 9.1305, 0.999722, 8.0645, 0.999722, 8.0035, 0.999722, 6.378, 0.999722, 0.284, 0.999167, 2.676, 0.965278, 0.773, 0.890278, 2.408, 0.998889, 2.371, 0.999722, 2.337, 0.999722, 3.0795, 0.999722
376, 4.8715, 3.659, 0.999722, 3.755, 0.999722, 3.842, 0.999722, 3.83, 0.999722, 4.734, 0.999722, 4.4245, 0.999722, 4.579, 0.999722, 6.055, 0.999722, 7.201, 0.999722, 11.117, 0.999722, 11.986, 0.999722, 11.5605, 0.999722, 9.8035, 0.999722, 8.2245, 0.999722, 8.6215, 0.999722, 9.2125, 0.999722, 7.0995, 0.996667, 0.276, 0.981667, 0.242, 0.990833, 2.37, 0.989444, 2.424, 0.998333, 2.673, 0.999722, 2.927, 0.999722, 2.735, 0.999444
377, 4.936, 3.81, 0.999722, 3.4265, 0.999722, 4.312, 0.999722, 4.666, 0.999722, 5.121, 0.999722, 4.344, 0.999722, 4.763, 0.898333, 0, 0, 6.634, 0.828611, 10.1065, 0.999722, 12.6835, 0.999722, 12.175, 0.999722, 9.6025, 0.999722, 8.332, 0.999722, 8.783, 0.999722, 8.647, 0.999722, 7.19, 0.996944, 0.291, 0.997778, 0.244, 0.982222, 1.157, 0.82, 2.546, 0.996389, 2.838, 0.999722, 2.412, 0.999722, 3.3755, 0.999722
378, 5.112, 3.333, 0.999722, 3.572, 0.999722, 3.8105, 0.999722, 4.09, 0.999722, 4.743, 0.999722, 4.729, 0.999722, 4.567, 0.999722, 5.9335, 0.999722, 7.033, 0.999722, 10.501, 0.999722, 12.303, 0.999722, 11.9265, 0.999722, 10.6325, 0.999722, 8.555, 0.999722, 9.647, 0.999722, 10.3375, 0.999722, 7.177, 0.999167, 0.274, 0.999722, 0.246, 0.861389, 2.308, 0.624722, 2.051, 0.906389, 2.368, 0.999722, 2.582, 0.999722, 3.2475, 0.999722
379, 5.072, 3.672, 0.999722, 3.553, 0.999722, 3.819, 0.999722, 3.809, 0.999722, 4.94, 0.999722, 4.885, 0.999722, 4.657, 0.999722, 5.339, 0.999722, 6.9915, 0.999722, 9.845, 0.999722, 11.349, 0.999722, 11.926, 0.999722, 10.109, 0.999722, 9.131, 0.999722, 9.471, 0.999722, 10.788, 0.999722, 7.112, 0.995833, 0.273, 0.970278, 0.42, 0.956389, 0.799, 0.826667, 2.397, 0.979722, 2.35, 0.999444, 2.304, 0.997222, 3.4015, 0.999722
380, 4.871, 3.669, 0.999722, 3.6025, 0.999722, 3.496, 0.999722, 3.938, 0.999722, 5.502, 0.999722, 4.641, 0.999722, 4.061, 0.999722, 4.8655, 0.999722, 6.181, 0.999722, 10.8495, 0.999722, 12.194, 0.999722, 11.681, 0.999722, 10.413, 0.999722, 9.126, 0.999722, 7.957, 0.999722, 9.968, 0.999722, 7, 0.999444, 0.56, 0.999444, 0.49, 0.994444, 1.384, 0.949167, 2.2515, 0.9525, 2.361, 0.999722, 2.299, 0.999444, 3.5395, 0.999722
381, 5.131, 3.636, 0.999722, 3.939, 0.999722, 3.503, 0.999722, 3.779, 0.999722, 5.432, 0.999722, 4.856, 0.999722, 4.793, 0.999722, 5.863, 0.999722, 5.945, 0.999722, 9.2615, 0.999722, 12.066, 0.999722, 11.775, 0.999722, 9.3735, 0.999722, 8.2445, 0.999722, 8.319, 0.999722, 11.0155, 0.999722, 6.97, 0.998889, 0.3, 0.998333, 0.715, 0.978056, 0.807, 0.992222, 2.422, 0.999722, 2.578, 0.999722, 2.341, 0.999722, 3.397, 0.999722
382, 4.688, 3.863, 0.999722, 3.594, 0.999722, 3.541, 0.999722, 3.66, 0.999722, 4.943, 0.999722, 4.699, 0.999722, 4.872, 0.999722, 4.988, 0.999722, 6.289, 0.999722, 9.9395, 0.999722, 11.983, 0.999722, 11.7025, 0.999722, 10.392, 0.999722, 9.241, 0.999722, 10.086, 0.999722, 7.614, 0.999722, 3.991, 0.998333, 0.525, 0.999167, 0.239, 0.975278, 0.404, 0.850833, 2.423, 0.983611, 2.8905, 0.999722, 2.312, 0.999722, 3.07, 0.999722
383, 4.987, 3.821, 0.999722, 3.759, 0.999722, 3.683, 0.999722, 3.834, 0.999722, 5.589, 0.999722, 4.693, 0.999722, 5.002, 0.999722, 5.9815, 0.999722, 6.538, 0.999722, 10.0425, 0.999722, 11.711, 0.999722, 10.7125, 0.999722, 10.872, 0.999722, 9.407, 0.999722, 7.5685, 0.999722, 8.6635, 0.999722, 6.6125, 0.999167, 0.827, 0.998889, 0.488, 0.951389, 2.67, 0.990278, 2.832, 0.999722, 2.522, 0.999722, 2.967, 0.999722, 2.7595, 0.999722
384, 4.364, 3.813, 0.999722, 3.918, 0.999722, 4.222, 0.999722, 4.369, 0.999722, 5.356, 0.999722, 4.7105, 0.999722, 4.646, 0.999722, 5.133, 0.999722, 6.841, 0.999722, 11.1545, 0.999722, 12.661, 0.999722, 11.539, 0.140278, 0, 0, 0, 0, 0, 0, 0, 0, 6.618, 0.879444, 0.305, 0.999722, 0.633, 0.999722, 0.8205, 0.991389, 2.4705, 0.980556, 3.045, 0.999722, 2.337, 0.999722, 3.093, 0.999722
385, 5.897, 4.005, 0.597778, 3.6685, 0.999722, 4.2265, 0.999722, 3.855, 0.999722, 4.807, 0.999722, 4.714, 0.999722, 4.754, 0.999722, 5.615, 0.999722, 7.094, 0.999722, 11.8705, 0.999722, 12.8445, 0.999722, 12.111, 0.999722, 10.411, 0.999722, 9.708, 0.999722, 8.966, 0.999722, 9.187, 0.999722, 7.175, 0.999722, 0.7625, 0.999722, 2.657, 0.995556, 0.404, 0.6525, 0, 0, 0, 0, 0, 0, 0, 0
386, 7.144, 4.197, 0.406667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.943, 0.872778, 6.7655, 0.999722, 11.6885, 0.999722, 12.778, 0.999722, 11.881, 0.999722, 10.4065, 0.999722, 8.1985, 0.999722, 9.512, 0.999722, 10.6505, 0.999722, 7.457, 0.999722, 0.743, 0.999444, 1.459, 0.999167, 0.796, 0.778333, 2.5795, 0.821111, 2.913, 0.999722, 2.799, 0.999722, 2.601, 0.999722
387, 4.86, 3.999, 0.999722, 3.615, 0.999722, 3.718, 0.999722, 4.279, 0.999722, 4.591, 0.999722, 5.017, 0.999722, 4.457, 0.999722, 6.017, 0.999722, 6.9825, 0.999722, 10.8165, 0.999722, 11.909, 0.999722, 11.421, 0.999722, 10.374, 0.999722, 8.683, 0.999722, 8.595, 0.999722, 8.618, 0.999722, 6.5425, 0.999722, 1.0355, 0.999444, 0.87, 0.983889, 2.372, 0.946389, 3.1465, 0.888889, 3.199, 0.999722, 3.015, 0.999722, 3.78, 0.999722
388, 4.417, 4.041, 0.999722, 4.141, 0.999722, 3.746, 0.999722, 3.959, 0.999722, 4.415, 0.999722, 4.335, 0.999722, 4.151, 0.999722, 5.228, 0.999722, 6.184, 0.999722, 11.424, 0.999722, 12.71, 0.999722, 11.146, 0.999722, 9.18, 0.999722, 8.004, 0.999722, 8.3505, 0.999722, 9.5125, 0.999722, 6.499, 0.999722, 1.027, 0.999722, 0.671, 0.971944, 0.599, 0.981667, 2.268, 0.999722, 3.1925, 0.999722, 3.187, 0.999722, 3.791, 0.999722
389, 4.461, 3.49, 0.999722, 4.267, 0.999722, 3.397, 0.999722, 3.042, 0.999722, 4.265, 0.999722, 4.641, 0.999722, 4.253, 0.999722, 5.095, 0.739722, 7.124, 0.705833, 11.741, 0.999722, 13.985, 0.999722, 11.916, 0.999722, 10.067, 0.999722, 8.217, 0.999722, 9.792, 0.999722, 8.637, 0.999722, 6.698, 0.998889, 0.293, 0.999722, 2.781, 0.999444, 2.58, 0.999722, 2.511, 0.999722, 2.727, 0.999167, 2.6045, 0.999722, 2.879, 0.999722
390, 4.702, 3.842, 0.999722, 4.135, 0.999722, 4.064, 0.999722, 4.338, 0.999722, 3.5755, 0.999722, 4.495, 0.999722, 4.206, 0.999722, 5.726, 0.999722, 6.528, 0.999722, 10.611, 0.999722, 11.783, 0.999722, 11.2715, 0.999722, 10.3605, 0.999722, 9.1175, 0.999722, 8.071, 0.999722, 9.3555, 0.999722, 5.581, 0.997222, 0.28, 0.799167, 2.713, 0.640833, 1.4515, 0.984722, 2.421, 0.996944, 3.037, 0.999722, 3.01, 0.999722, 4.076, 0.999722
391, 5.134, 4.197, 0.999722, 3.8, 0.999722, 4.3285, 0.999722, 4.498, 0.999722, 4.716, 0.999722, 5.478, 0.999722, 4.7045, 0.999722, 5.803, 0.999722, 6.7005, 0.999722, 10.4325, 0.999722, 11.805, 0.999722, 11.189, 0.999722, 9.6445, 0.999722, 9.653, 0.999722, 9.156, 0.999722, 11.6385, 0.999722, 7.466, 0.999722, 3.7525, 0.999722, 0.472, 0.998889, 2.603, 0.93, 2.6, 0.881667, 2.937, 0.999722, 2.659, 0.999722, 2.983, 0.999722
392, 4.816, 4.208, 0.999722, 3.642, 0.999722, 4.128, 0.999722, 4.493, 0.999722, 4.826, 0.999722, 4.728, 0.999722, 3.708, 0.999722, 5.1055, 0.999722, 7.3135, 0.999722, 11.1765, 0.999722, 12.8315, 0.999722, 12.585, 0.999722, 10.969, 0.999722, 9.657, 0.999722, 8.016, 0.999722, 8.763, 0.999722, 7.318, 0.998611, 0.301, 0.998611, 0.255, 0.921667, 2.3945, 0.961667, 2.715, 0.997222, 2.978, 0.999722, 2.481, 0.999722, 3.449, 0.999722
393, 5.021, 3.531, 0.999722, 3.3, 0.999722, 3.59, 0.999722, 3.828, 0.999722, 4.939, 0.999722, 5.356, 0.999722, 4.191, 0.999722, 6.452, 0.999722, 6.316, 0.999722, 11.535, 0.999722, 12.0005, 0.999722, 11.5195, 0.999722, 9.8755, 0.999722, 9.3785, 0.999722, 8.2415, 0.999722, 10.062, 0.999722, 7.5895, 0.999722, 0.8125, 0.998611, 2.533, 0.979444, 2.87, 0.973056, 2.486, 0.999722, 2.878, 0.999722, 2.313, 0.999722, 2.591, 0.999722
394, 5.242, 3.163, 0.999722, 3.473, 0.999722, 4.049, 0.999722, 4.994, 0.999722, 4.417, 0.999722, 4.685, 0.999722, 5.132, 0.999722, 6.064, 0.999722, 8.559, 0.999722, 13.43, 0.999722, 14.014, 0.999722, 12.0675, 0.999722, 11.118, 0.999722, 10.531, 0.999722, 11.139, 0.999722, 10.9335, 0.999722, 7.483, 0.999722, 0.834, 0.999167, 2.891, 0.853333, 2.507, 0.954167, 2.432, 0.999167, 2.884, 0.999722, 2.953, 0.999722, 3.5545, 0.999722
395, 5.499, 3.58, 0.999722, 3.256, 0.999722, 3.397, 0.999722, 4.315, 0.999722, 5.178, 0.999722, 5.094, 0.999722, 5.4475, 0.999722, 6.388, 0.999722, 7.129, 0.999722, 10.819, 0.999722, 12.2145, 0.999722, 11.9075, 0.999722, 10.754, 0.999722, 9.68, 0.999722, 11.1525, 0.999722, 12.165, 0.999722, 7.501, 0.999444, 0.518, 0.991111, 2.581, 0.992778, 2.551, 0.996111, 2.448, 0.999167, 2.565, 0.999722, 2.908, 0.999722, 3.121, 0.999722
396, 4.763, 3.389, 0.999722, 3.5075, 0.999722, 4.21, 0.999722, 3.9585, 0.999722, 4.6185, 0.999722, 4.707, 0.999722, 4.678, 0.815833, 5.4, 0.353056, 6.581, 0.999722, 9.614, 0.999722, 11.323, 0.999722, 11.075, 0.999722, 10.1975, 0.999722, 8.487, 0.999722, 9.432, 0.999722, 10.684, 0.999722, 7.117, 0.999722, 2.269, 0.999444, 0.473, 0.966111, 2.7535, 0.695, 2.435, 0.936944, 3.286, 0.999722, 3.177, 0.999722, 3.278, 0.999722
397, 5.1, 3.687, 0.999722, 3.478, 0.999722, 3.716, 0.999722, 3.675, 0.999722, 4.365, 0.999722, 4.649, 0.999722, 5.5815, 0.999722, 5.935, 0.999722, 8.1105, 0.999722, 10.9965, 0.999722, 12.2805, 0.999722, 10.8685, 0.999722, 10.4605, 0.999722, 8.881, 0.999722, 10.788, 0.999722, 9.1455, 0.999722, 7.312, 0.999722, 3.796, 0.999444, 2.655, 0.999167, 2.3315, 0.999444, 2.413, 0.999722, 2.911, 0.999722, 2.852, 0.999722, 3.3955, 0.999722
398, 4.762, 3.977, 0.999722, 3.4865, 0.999722, 3.8785, 0.999722, 4.497, 0.999722, 4.602, 0.999722, 4.838, 0.999722, 4.393, 0.999722, 5.971, 0.999722, 7.761, 0.999722, 11.617, 0.999722, 12.004, 0.999722, 12.356, 0.231944, 10.5945, 0.936944, 8.352, 0.999722, 9.1655, 0.999722, 11.5275, 0.999722, 7.337, 0.999722, 0.828, 0.999722, 2.22, 0.999444, 2.499, 0.994167, 2.539, 0.999722, 2.984, 0.999722, 3.096, 0.999722, 3.178, 0.999722
399, 4.802, 4.09, 0.999722, 3.887, 0.999722, 3.806, 0.999722, 4.241, 0.999722, 4.947, 0.999722, 4.694, 0.999722, 4.473, 0.999722, 5.193, 0.999722, 5.743, 0.999722, 10.2325, 0.999722, 11.805, 0.999722, 10.111, 0.999722, 9.819, 0.999722, 8.8975, 0.999722, 10.027, 0.999722, 12.614, 0.999722, 8.136, 0.999722, 0.766, 0.999722, 0.503, 0.999722, 2.3695, 0.987222, 2.517, 0.999167, 2.607, 0.999444, 2.377, 0.999444, 2.793, 0.999722
400, 4.643, 3.892, 0.999722, 3.644, 0.999722, 3.9505, 0.999722, 4.197, 0.999722, 4.619, 0.999722, 4.2535, 0.999722, 4.571, 0.999722, 5.5765, 0.999722, 5.917, 0.999722, 10.19, 0.999722, 11.3365, 0.999722, 11.029, 0.999722, 9.7685, 0.999722, 8.9115, 0.999722, 10.24, 0.999722, 13.267, 0.999722, 8.607, 0.998056, 0.562, 0.964444, 1.698, 0.871944, 2.539, 0.961944, 2.491, 0.999722, 2.418, 0.999722, 3.299, 0.999722, 3.249, 0.999722
401, 4.693, 3.3465, 0.999722, 3.63, 0.999722, 3.415, 0.999722, 3.99, 0.999722, 4.424, 0.999722, 5.1185, 0.999722, 4.636, 0.999722, 5.783, 0.999722, 6.1005, 0.999722, 10.321, 0.999722, 11.531, 0.999722, 10.299, 0.999722, 9.87, 0.999722, 10.5125, 0.999722, 10.533, 0.999722, 12.55, 0.999722, 9.114, 0.999444, 0.302, 0.999722, 2.72, 0.999444, 2.734, 0.999722, 2.48, 0.999722, 2.382, 0.999722, 3.325, 0.999722, 3.793, 0.999722
402, 4.777, 3.649, 0.999722, 3.461, 0.999722, 3.384, 0.999722, 3.468, 0.999722, 4.502, 0.999722, 5.151, 0.999722, 4.8005, 0.999722, 6.124, 0.999444, 5.5665, 0.999722, 9.1005, 0.999722, 11.7845, 0.999722, 10.9045, 0.999722, 9.432, 0.999722, 8.218, 0.999722, 10.7815, 0.999722, 11.194, 0.999722, 9.177, 0.998333, 0.306, 0.998889, 2.846, 0.999167, 2.603, 0.999722, 2.48, 0.999722, 2.424, 0.999722, 3.874, 0.999722, 4.14, 0.999722
403, 4.186, 3.927, 0.999722, 3.279, 0.999722, 2.755, 0.999722, 2.517, 0.999722, 3.2605, 0.999722, 3.708, 0.999722, 4.875, 0.999722, 6.388, 0.999722, 7.1715, 0.999722, 10.9825, 0.999722, 11.56, 0.999722, 10.368, 0.999722, 9.336, 0.999722, 8.9525, 0.999722, 9.2825, 0.999722, 11.3045, 0.999722, 8.076, 0.999722, 0.517, 0.999722, 2.967, 0.999722, 2.948, 0.999722, 2.841, 0.999722, 2.761, 0.999722, 3.574, 0.999722, 3.1225, 0.999722
404, 4.596, 3.584, 0.999722, 3.193, 0.999722, 2.467, 0.999444, 2.049, 0.999722, 3.915, 0.999722, 4.973, 0.999722, 5.275, 0.999722, 6.199, 0.999722, 7.995, 0.999722, 11.046, 0.999722, 12.269, 0.999722, 11.908, 0.999722, 11.2, 0.999722, 10.626, 0.999722, 10.4665, 0.999722, 10.954, 0.999722, 8.093, 0.9925, 0.589, 0.977778, 3.251, 0.999444, 2.942, 0.998333, 2.887, 0.999444, 3.104, 0.999722, 4.0525, 0.999722, 3.626, 0.999722
405, 4.338, 3.729, 0.999722, 3.529, 0.999722, 2.924, 0.999444, 2.239, 0.999722, 2.652, 0.999722, 4.308, 0.999722, 4.741, 0.999722, 6.127, 0.999722, 7.55, 0.999722, 10.752, 0.999722, 11.621, 0.999722, 11.32, 0.999722, 9.7865, 0.999722, 9.802, 0.999722, 8.203, 0.999722, 12.161, 0.999722, 8.146, 0.965278, 0.313, 0.996389, 2.747, 0.999722, 2.641, 0.999722, 2.683, 0.999444, 3.081, 0.999722, 4.005, 0.999722, 3.989, 0.999722
406, 4.361, 3.31, 0.999722, 2.967, 0.999722, 2.298, 0.999722, 2.525, 0.999722, 3.623, 0.999722, 4.38, 0.999722, 4.927, 0.999722, 5.395, 0.999722, 5.353, 0.999722, 9.722, 0.999722, 10.554, 0.999722, 10.915, 0.999722, 10.7455, 0.999722, 9.541, 0.999722, 10.1075, 0.999722, 11.6795, 0.999722, 8.5275, 0.974167, 0.562, 0.997778, 2.85, 0.9675, 2.593, 0.969722, 2.476, 0.999167, 3.656, 0.999722, 3.767, 0.999722, 3.697, 0.999722
407, 4.295, 3.28, 0.999722, 3.39, 0.999722, 2.18, 0.999722, 2.041, 0.999722, 3.6305, 0.999722, 4.632, 0.999722, 4.506, 0.999722, 5.621, 0.999722, 5.558, 0.999722, 9.694, 0.999722, 11.775, 0.999722, 9.8295, 0.999722, 9.74, 0.999722, 10.9125, 0.999722, 10.0325, 0.999722, 12.316, 0.999722, 7.553, 0.999444, 0.756, 0.996389, 2.74, 0.998889, 3.26, 0.999722, 3.666, 0.999722, 3.5445, 0.999722, 3.268, 0.999722, 2.782, 0.999722
408, 5.214, 3.079, 0.999722, 2.718, 0.999722, 2.4755, 0.999722, 3.395, 0.999722, 4.8815, 0.999722, 5.626, 0.999722, 5.726, 0.999722, 6.882, 0.999722, 7.5765, 0.999722, 10.354, 0.999722, 10.131, 0.999722, 10.939, 0.999722, 10.4, 0.999722, 10.272, 0.999722, 9.419, 0.999722, 10.78, 0.999722, 9.403, 0.999722, 0.567, 0.999722, 2.756, 0.999722, 3.122, 0.999722, 3.391, 0.999722, 3.32, 0.999722, 2.905, 0.999722, 2.662, 0.999722
409, 4.6965, 3.292, 0.999444, 3.563, 0.999722, 3.662, 0.999722, 3.901, 0.999722, 4.1335, 0.999722, 4.8155, 0.999722, 5.613, 0.999722, 6.732, 0.999722, 7.07, 0.999722, 10.0055, 0.999722, 10.308, 0.999722, 9.286, 0.999722, 9.663, 0.999722, 8.232, 0.999722, 8.174, 0.999722, 10.493, 0.999722, 7.962, 0.999722, 0.536, 0.999722, 0.918, 0.977222, 2.993, 0.978333, 3.45, 0.999722, 3.7775, 0.999722, 3.438, 0.999722, 2.864, 0.999444
410, 4.856, 2.305, 0.999722, 3.431, 0.999722, 3.8435, 0.999722, 4.863, 0.999722, 5.311, 0.999722, 3.852, 0.999722, 5.057, 0.999722, 6.1935, 0.999722, 7.314, 0.999722, 9.6225, 0.999722, 9.427, 0.999722, 9.01, 0.999722, 8.916, 0.999722, 8.01, 0.999722, 8.3305, 0.999722, 10.3545, 0.999722, 8.945, 0.999722, 0.543, 0.999722, 1.7085, 0.999722, 2.905, 0.999722, 4.042, 0.999722, 4.179, 0.999722, 3.809, 0.999722, 3.248, 0.999722
411, 4.851, 2.476, 0.999722, 3.2795, 0.999722, 4.5785, 0.999722, 4.771, 0.999722, 5.592, 0.999722, 4.847, 0.999722, 5.285, 0.999722, 5.146, 0.999722, 5.065, 0.999722, 7.936, 0.999722, 9.477, 0.999722, 10.362, 0.999722, 9.287, 0.999722, 9.6085, 0.999722, 8.327, 0.999722, 11.556, 0.999722, 12.0095, 0.999722, 0.533, 0.999722, 3.083, 0.999167, 2.981, 0.999444, 3.287, 0.999722, 3.21, 0.999722, 3.77, 0.999722, 3.21, 0.999722
412, 6.218, 2.7865, 0.348056, 3.461, 0.271667, 3.627, 0.999722, 3.923, 0.999722, 5.056, 0.999722, 5.052, 0.999722, 6.3755, 0.999722, 6.43, 0.999722, 7.047, 0.999722, 8.828, 0.999722, 9.364, 0.999722, 9.493, 0.999722, 9.272, 0.999722, 8.4335, 0.999722, 10.2715, 0.999722, 12.0815, 0.999722, 9.9105, 0.999722, 0.561, 0.999722, 1.858, 0.999722, 2.53, 0.990556, 2.7185, 0.981667, 2.492, 0.548056, 0, 0, 0, 0
413, 4.941, 2.342, 0.476944, 3.096, 0.852222, 3.714, 0.999722, 3.975, 0.999722, 3.713, 0.999722, 4.5935, 0.999722, 5.504, 0.999722, 6.163, 0.999722, 6.8685, 0.999722, 8.7105, 0.999722, 9.5795, 0.999722, 10.9445, 0.999722, 11.4565, 0.999722, 10.5805, 0.999722, 11.404, 0.999722, 14.2045, 0.999722, 12.703, 0.999167, 0.298, 0.999722, 2.5475, 0.999722, 2.732, 0.999722, 2.959, 0.999722, 3.072, 0.999722, 3.16, 0.999722, 3.079, 0.999722
414, 4.805, 2.356, 0.999722, 2.287, 0.999722, 4.092, 0.999722, 4.172, 0.999722, 4.834, 0.999722, 4.5175, 0.999722, 4.924, 0.999722, 5.917, 0.999722, 6.8585, 0.999722, 8.9685, 0.999722, 9.988, 0.999722, 11.44, 0.999722, 10.7645, 0.999722, 10.0305, 0.999722, 11.626, 0.999722, 12.597, 0.999722, 7.9815, 0.999722, 0.58, 0.999722, 3.163, 0.975, 2.9655, 0.991111, 3.294, 0.999444, 3.068, 0.999722, 2.798, 0.999722, 2.5795, 0.999722
415, 4.594, 2.677, 0.999722, 2.307, 0.999444, 3.771, 0.999722, 4.568, 0.999722, 4.701, 0.999722, 4.155, 0.999722, 4.5835, 0.999722, 4.843, 0.999722, 6.534, 0.999722, 10.159, 0.999722, 10.3515, 0.999722, 11.2255, 0.999722, 10.852, 0.999722, 8.796, 0.999722, 10.6435, 0.999722, 10.418, 0.999722, 9.968, 0.999722, 0.591, 0.999167, 2.876, 0.999444, 2.702, 0.999722, 2.966, 0.999722, 3.092, 0.999722, 3.022, 0.999722, 2.961, 0.999722
416, 4.6865, 3.032, 0.999722, 2.6355, 0.999722, 3.132, 0.999722, 4.067, 0.999722, 5.044, 0.999722, 4.675, 0.999722, 5.154, 0.999722, 5.892, 0.999722, 6.76, 0.999722, 9.9695, 0.999722, 10.536, 0.999722, 9.5845, 0.999722, 8.49, 0.999722, 8.281, 0.999722, 9.951, 0.999722, 11.253, 0.999722, 8.6645, 0.999167, 0.626, 0.999167, 0.751, 0.999722, 3.047, 0.999722, 2.979, 0.999722, 3.111, 0.999722, 3.571, 0.999722, 3.164, 0.999722
417, 4.669, 2.514, 0.999722, 2.683, 0.999722, 2.275, 0.999722, 3.163, 0.999722, 4.361, 0.999722, 4.929, 0.999722, 4.669, 0.999722, 5.706, 0.999722, 7.369, 0.999722, 8.473, 0.999722, 7.669, 0.999722, 8.378, 0.999722, 10.4, 0.999722, 10.412, 0.999722, 11.2265, 0.999722, 11.4315, 0.999722, 7.817, 0.999444, 0.318, 0.998333, 2.911, 0.999167, 2.701, 0.999722, 3, 0.999722, 3.369, 0.999722, 3.197, 0.999722, 2.573, 0.999444
418, 4.521, 2.703, 0.998333, 2.101, 0.996111, 2.917, 0.999722, 3.725, 0.999722, 4.215, 0.999722, 4.221, 0.999722, 4.3515, 0.999722, 5.735, 0.999722, 5.732, 0.999722, 8.9445, 0.999722, 8.84, 0.999722, 10.228, 0.999722, 10.2685, 0.999722, 11.5745, 0.999722, 11.381, 0.999722, 12.315, 0.999722, 10.8625, 0.999722, 0.798, 0.999722, 2.9245, 0.999722, 2.696, 0.999444, 2.598, 0.998611, 2.573, 0.999722, 3.385, 0.999722, 2.597, 0.999722
