# srt_ind, vortex_number, sols, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc, full_Vobs, full_Vobs_unc, full_b, full_b_unc, full_Pact, full_Pact_unc, full_Vact, full_Vact_unc, full_Dact, full_Dact_unc, full_Vobs_sigma
285, 2, 239, 11.6954, 2.31469e-05, 3.87055, 0.0852719, 7.56238, 0.249763, 2.49761, 0.602402, 754.252, 0.0113827, 8.274, 1.16803, 62.5711, 9.07162, -25.4115, 3.82728, -35.0265, 5.63243, 10.0224, 1.93929, 26.0966, 2.52478, 38.8842, 17.7781, 6.63957
286, 0, 240, 9.95914, 5.05264e-05, 0.614062, 0.03135, 7.12497, 0.534389, -9.78796, 0.125868, 763.432, 0.00330264, 7.0735, 1.09176, 50.3985, 8.64857, -21.1762, 1.2633, -27.7689, 2.40996, -0.359462, 0.11665, nan, nan, nan, nan, 16.7626
287, 0, 241, 15.2938, 8.32311e-05, 0.321905, 0.028295, 6.81753, 0.864643, 0.0242751, 0.0460116, 745.847, 0.0020737, 6.5115, 0.565012, 44.3923, 6.82174, -21.4052, 5.49316, -29.067, 12.9528, -0.0775164, 0.205012, nan, nan, nan, nan, 3.89669
288, 1, 241, 14.2274, 0.000101545, 0.851924, 0.0503879, 12.3606, 1.06853, -1.7018, 0.0942045, 746.759, 0.00484196, 8.497, 1.37596, 105.028, 19.2794, -22.0706, 2.4522, -63.2633, 10.494, -0.794333, 0.368435, nan, nan, nan, nan, 9.00034
289, 2, 241, 12.3452, 2.69265e-05, 3.17754, 0.0854801, 7.2054, 0.287711, -1.397, 0.482385, 752.959, 0.0102165, 5.222, 0.57494, 37.6266, 4.4067, -20.5383, 2.81551, -22.9302, 4.15271, 6.17078, 0.881709, 20.5475, 1.46796, 27.0004, 9.35213, 7.29469
290, 0, 243, 12.3223, 3.97391e-05, 1.33853, 0.0373584, 10.25, 0.423548, -4.43941, 0.13687, 753.782, 0.00433089, 5.888, 0.531935, 60.352, 5.99561, -11.7796, 4.89915, -27.8827, 13.688, 2.15641, 0.687185, 12.1388, 1.93414, 47.5489, 17.7657, 2.40442
291, 1, 243, 10.4707, 5.79585e-05, 0.996314, 0.046296, 8.97606, 0.632368, -9.30287, 0.356415, 759.619, 0.00690659, 7.3045, 0.914427, 65.5656, 9.41843, -23.2295, 0.973369, -47.3496, 3.85425, -0.999546, 0.173632, nan, nan, nan, nan, 23.865
292, 2, 243, 12.5509, 4.32308e-05, 1.41729, 0.0306011, 14.4122, 0.465172, -3.72166, 0.105505, 752.988, 0.00396798, 10.766, 1.63818, 155.162, 24.1351, -25.9752, 2.26887, -98.4566, 18.6843, -1.91588, 0.584968, nan, nan, nan, nan, 11.4485
293, 3, 243, 15.705, 8.36855e-05, 0.783824, 0.0195909, 24.0972, 0.909146, -0.556065, 0.0511582, 744.389, 0.00279917, 6.7395, 0.968675, 162.403, 24.1331, -8.41869, 2.02475, -262.427, 459.524, 1.16411, 0.187959, 8.97518, 0.72457, 133.262, 1810.08, 4.1579
294, 0, 244, 12.0088, 1.87609e-05, 1.26577, 0.211909, 1.30859, 0.273218, 2.8222, 1.06758, 752.343, 0.00818956, 7.457, inf, 9.75816, inf, -6.35763, 89.2856, -1.71615, 19.7386, 1.43296, 4.70393, 9.90179, 16.2521, 9.17123, inf, 0.0712056
295, 0, 245, 13.2886, 9.31602e-06, 0.94744, 0.025754, 1.01278, 0.0424337, -10.0105, 0.403665, 748.794, 0.0020679, 3.674, inf, 3.72095, inf, -13.4805, 4.13769, -2.09824, 1.03227, 3.17895, 1.40023, 14.7361, 3.24539, 2.03136, inf, 3.25797
297, 0, 246, 12.7172, 0.000184862, 0.753995, 0.0307978, 32.5547, 2.05596, -5.40816, 0.0935697, 751.402, 0.00546053, 5.532, 3.25179, 180.093, 106.47, -16.405, 1.65573, -94.6668, 12.0818, -2.29582, 0.678622, nan, nan, nan, nan, 9.90796
298, 0, 248, 10.1952, 8.52607e-06, 1.52283, 0.0760395, 1.31385, 0.0871396, -8.38929, 0.901482, 759.68, 0.00470351, 8.9845, inf, 11.8043, inf, -5.1417, 11.1128, -10654.7, 1.63369e+11, 1.62724, 0.459619, 10.4912, 1.48163, 11.4193, inf, 0.462682
299, 1, 248, 12.9249, 4.05091e-05, 2.26016, 0.0505988, 13.0256, 0.433539, -1.66658, 0.165836, 749.894, 0.00616605, 5.3465, 0.624476, 69.6414, 8.45799, -0.0154282, 2.80799, -1.0998, 150.308, 2.26016, 0.0505998, 12.4452, 0.139309, 69.6414, 9.69926, 0.00549437
300, 0, 249, 12.7174, 7.98163e-05, 1.18901, 0.0751894, 9.08598, 0.85321, -7.58336, 0.34094, 750.721, 0.00905415, 8.37, 1.54174, 76.0497, 15.7235, -15.8867, 3.13627, -70.5863, 35.9045, 5.31726, 2.21762, 19.0641, 3.97545, 35.9622, 144.815, 5.06549
301, 1, 249, 10.2786, 1.54961e-05, 0.667218, 0.031733, 2.12348, 0.14667, -6.02141, 0.280412, 758.49, 0.00285032, 3.8495, 0.159523, 8.17434, 0.658428, -17.2062, 2.58295, -9.2486, 2.58683, -1.04245, 0.519116, nan, nan, nan, nan, 6.66144
302, 2, 249, 12.6583, 5.90286e-05, 1.27044, 0.204403, 1.60396, 0.392651, -5.59741, 5.12621, 750.884, 0.0267997, 10.3045, 3.00558, 16.528, 6.29374, -24.234, 3.94302, -5.58187, 1.08193, -1.83747, 1.09802, nan, nan, nan, nan, 6.14605
303, 0, 250, 9.4138, 0.000123928, 0.344951, 0.0197461, 15.5833, 1.33419, -8.34342, 0.063833, 763.361, 0.0027733, 6.769, 0.596927, 105.483, 12.965, -14.7762, 1.47735, -48.6512, 6.47967, -0.255365, 0.120528, nan, nan, nan, nan, 10.0018
304, 1, 250, 13.2276, 0.000123339, 0.607178, 0.0225413, 23.9108, 1.33929, -4.81811, 0.0586377, 748.743, 0.00325967, 4.063, 1.25249, 97.1496, 30.4384, -11.595, 1.8907, -39.0664, 7.11062, 3.13959, 1.0224, 14.6788, 2.39005, 42.7231, 70.426, 6.13268
305, 2, 250, 11.0237, 2.55092e-05, 1.75565, 0.0756143, 4.27195, 0.275827, -4.41859, 0.928461, 753.931, 0.0100118, 8.104, 2.82242, 34.6199, 12.2627, -27.4019, 2.46173, -33.7965, 6.15937, -3.08675, 0.900912, nan, nan, nan, nan, 11.1311
306, 0, 251, 13.7194, 5.99489e-05, 0.7486, 0.0414984, 7.78608, 0.625418, -4.82057, 0.0785728, 745.618, 0.00338486, 6.233, 0.73751, 48.5306, 6.94048, -23.0219, 1.42865, -25.1576, 2.33157, -0.479065, 0.153313, nan, nan, nan, nan, 16.1145
307, 0, 252, 10.5976, 5.00477e-05, 0.720619, 0.0662379, 3.9277, 0.538655, -1.28499, 0.779791, 755.467, 0.00833073, 8.397, 1.72593, 32.9809, 8.14938, -19.1349, 1.93154, -15.568, 2.16209, -0.840983, 0.32792, nan, nan, nan, nan, 9.90654
308, 1, 252, 10.1436, 4.14221e-05, 1.19999, 0.0464127, 7.70967, 0.441535, -5.46324, 0.227043, 757.535, 0.00538862, 7.858, 0.747453, 60.5826, 6.72649, -23.6101, 2.14406, -48.7698, 7.81697, -1.70885, 0.536628, nan, nan, nan, nan, 11.0119
310, 3, 252, 12.1722, 1.72598e-05, 2.47429, 0.0791245, 3.86369, 0.183731, -2.34904, 0.927471, 751.909, 0.00988709, 7.0415, 0.885948, 27.2062, 3.65936, -32.8958, 4.73952, -19.2694, 5.13488, -4.18857, 1.93327, nan, nan, nan, nan, 6.94075
311, 0, 253, 9.23367, 2.99867e-05, 0.817188, 0.0346961, 5.08359, 0.322424, -8.09463, 0.332888, 766.671, 0.00446852, 10.043, 1.14134, 51.0545, 6.64451, -12.4073, 1.03254, -27.5402, 3.7453, 2.71546, 0.496584, 13.5254, 1.23672, 28.0074, 14.176, 12.0163
312, 1, 253, 10.9758, 2.77067e-05, 1.43943, 0.0979137, 2.70028, 0.268411, 5.9273, 1.53392, 754.108, 0.0121462, 14.638, 4.07586, 39.5267, 11.6862, -28.0884, 22.1949, -27.9914, 45.9218, -1.43865, 4.54944, nan, nan, nan, nan, 1.26554
313, 1, 254, 10.5508, 2.37643e-05, 0.800789, 0.0695585, 1.90775, 0.241207, -5.49028, 0.538355, 755.544, 0.00545119, 9.8885, 1.66552, 18.8648, 3.97302, -24.1276, 4.00161, -10.247, 2.36906, -0.480461, 0.425732, nan, nan, nan, nan, 6.02948
314, 2, 254, 9.37254, 4.56096e-05, 0.767095, 0.0289133, 8.71201, 0.478974, -8.82709, 0.0698694, 763.876, 0.0027112, 5.782, 1.3429, 50.3728, 12.0227, -16.2297, 2.01591, -34.1362, 6.9035, -2.80485, 0.967892, nan, nan, nan, nan, 8.05082
315, 3, 254, 11.7887, 4.20093e-05, 3.40365, 0.0979493, 10.5064, 0.455448, -1.65409, 0.559469, 751.217, 0.013718, 8.938, 1.18095, 93.9062, 13.0582, -21.9286, 1.63376, -61.3486, 9.21337, 7.02068, 0.68129, 21.9388, 1.06447, 65.3848, 25.5077, 13.4222
316, 4, 254, 15.1495, 3.91789e-05, 5.49744, 0.321414, 4.82422, 0.425841, 2.37867, 4.19819, 743.84, 0.0459414, 7.179, 1.73214, 34.6331, 8.89787, -30.3922, 4.81988, -35.4019, 10.3222, 13.9757, 3.398, 31.108, 3.78174, 21.7212, 36.5156, 6.30559
317, 0, 255, 9.51968, 1.83491e-05, 0.628552, 0.0368998, 1.80215, 0.153924, -6.18728, 0.304418, 762.808, 0.0030679, 6.3555, 1.08607, 11.4536, 2.18811, -19.7525, 2.96052, -6.52548, 1.52168, -0.487665, 0.335336, nan, nan, nan, nan, 6.67196
318, 1, 255, 13.0459, 9.10019e-06, 2.15083, 0.182098, 1.48337, 0.168931, -3.38868, 2.02316, 748.848, 0.0107937, 5.073, 0.548753, 7.52514, 1.18196, -27.2805, 12.805, -5.96185, 4.04097, -8.52086, 10.4179, nan, nan, nan, nan, 2.13046
319, 0, 256, 9.83537, 9.3055e-05, 0.606579, 0.031301, 12.9825, 0.984664, -7.59319, 0.0702454, 760.995, 0.00335863, 7.0755, 1.5025, 91.8577, 20.7131, -18.678, 1.99357, -43.2925, 6.74624, -0.53858, 0.245696, nan, nan, nan, nan, 9.36912
320, 1, 256, 13.4879, 0.000857902, 0.217181, 0.0141931, 93.6072, 12.229, -5.17051, 0.113927, 744.669, 0.00925593, 8.844, 1.80654, 827.862, 200.733, -16.1371, 0.953894, -480.57, 42.8093, -0.0650764, 0.0333939, nan, nan, nan, nan, 16.917
321, 2, 256, 10.8814, 4.76686e-05, 1.2677, 0.51171, 0.975231, 0.424148, -22.8255, 2.93568, 754.534, 0.015389, 5.9225, inf, 5.77581, inf, -21.1529, 6.62696, -2.73621, 1.27521, -4.31448, 6.88222, nan, nan, nan, nan, 3.19195
322, 1, 257, 12.3562, 2.54584e-05, 1.22046, 0.0751017, 3.08499, 0.282085, -1.66303, 0.769754, 748.922, 0.00805031, 6.162, 0.833056, 19.0097, 3.1026, -23.4085, 1.04798, -10.8578, 0.778276, -1.94055, 0.34082, nan, nan, nan, nan, 22.3367
323, 2, 257, 9.66188, 1.93878e-05, 2.02319, 0.177898, 1.47394, 0.184911, -13.1354, 2.85934, 759.928, 0.0149738, 6.908, 0.657049, 10.182, 1.60298, -15.3633, 1.74788, -3.79681, 0.53929, 3.54575, 0.646977, 15.5188, 1.41582, 7.69126, 2.18787, 8.78969
324, 3, 257, 15.7415, 3.07563e-05, 1.42418, 0.0524193, 6.0151, 0.330478, 0.137682, 0.416157, 742.693, 0.00668392, 8.0595, 1.08839, 48.4787, 7.06785, -22.0393, 1.12783, -22.1375, 1.68284, -6.27581, 1.28731, nan, nan, nan, nan, 19.5413
325, 0, 258, 14.6147, 9.80888e-05, 0.609902, 0.015758, 27.3183, 1.07508, -1.47816, 0.0438211, 742.466, 0.00244382, 7.3235, 1.57087, 200.066, 43.6297, -19.494, 1.37691, -105.936, 10.1864, -0.490712, 0.155813, nan, nan, nan, nan, 14.1578
326, 1, 258, 10.5374, 2.81007e-05, 0.913378, 0.0791137, 2.55528, 0.328568, -16.9484, 0.712896, 754.753, 0.0073678, 7.81, 0.937624, 19.9567, 3.51073, -19.2941, 2.44981, -7.33703, 1.16696, -1.85864, 0.776432, nan, nan, nan, nan, 7.87577
327, 2, 258, 10.9777, 6.05855e-05, 1.46024, 0.0373667, 17.0407, 0.655719, -5.20927, 0.126325, 752.699, 0.00515474, 6.7985, 1.21866, 115.851, 21.2398, -19.5254, 2.91495, -63.2983, 11.1312, 30.8049, 18.7964, 45.9423, 14.0164, 25.2233, 112.42, 6.69836
328, 0, 259, 11.5396, 1.67327e-05, 1.14215, 0.25943, 1.40507, 0.400282, -3.29154, 0.600102, 751.331, 0.00751758, 6.351, 1.14826, 8.9236, 3.01093, -30.2399, 9.30191, -7.37633, 3.61529, -0.599813, 1.07405, nan, nan, nan, nan, 3.25094
329, 0, 261, 10.2527, 5.54135e-05, 0.709207, 0.0667754, 4.24673, 0.576542, -9.79372, 0.157266, 753.654, 0.00474363, 10.454, 1.17798, 44.3953, 7.83279, -26.31, 2.23787, -23.8682, 3.09689, -0.278515, 0.168342, nan, nan, nan, nan, 11.7567
330, 2, 261, 14.9908, 4.70822e-05, 1.30842, 0.0321856, 13.7793, 0.499397, -1.09487, 0.0744151, 739.891, 0.00349537, 7.577, 1.56042, 104.406, 21.8319, -0.00151112, 4.85595, -0.553387, 1302.03, 1.30842, 0.0321856, 9.57673, 0.117788, 104.406, 25.829, 0.000311188
332, 1, 265, 13.3681, 7.4527e-05, 1.45235, 0.0401261, 19.4158, 0.804084, -2.36427, 0.110148, 739.611, 0.00535314, 8.5705, 3.9734, 166.403, 77.454, -29.0078, 3.34378, -120.774, 23.7025, -1.29037, 0.633109, nan, nan, nan, nan, 8.67515
333, 0, 267, 11.9021, 0.000140509, 0.751516, 0.0168807, 44.9378, 1.61685, -3.8262, 0.0603256, 741.147, 0.00373786, 7.724, 1.99351, 347.1, 90.4503, -20.4526, 2.26777, -176.766, 27.1185, -0.714469, 0.325452, nan, nan, nan, nan, 9.01883
334, 0, 268, 9.92633, 0.000379986, 0.468002, 0.0168109, 75.424, 4.9257, -7.00906, 0.100049, 745.77, 0.00712006, 8.6625, 2.36997, 653.36, 183.774, -22.99, 1.24354, -446.82, 46.4335, -0.144054, 0.0662319, nan, nan, nan, nan, 18.4876
335, 2, 268, 10.1329, 1.09308e-05, 3.77068, 0.0876315, 3.43999, 0.11892, -10.5467, 0.958568, 744.477, 0.0101182, 3.452, inf, 11.8748, inf, 21.8604, 21.6003, -45004.9, 3.96658e+11, 7.19592, 6.77649, 21.8857, 10.305, 8.59593, inf, 1.01204
336, 0, 285, 11.6503, 3.40269e-05, 1.08299, 0.109462, 2.4328, 0.356519, -8.86794, 0.544754, 730.893, 0.00822434, 9.3425, inf, 22.7284, inf, 8.76276, 1.82351, 13582.9, 8.8078e+09, 1.45528, 0.251148, 10.0417, 0.86648, 19.6069, inf, 4.80543
337, 1, 285, 15.6732, 7.07318e-05, 0.930901, 0.0317289, 14.9399, 0.749489, 0.888688, 0.0652188, 724.619, 0.00339707, 5.288, 0.808247, 79.0022, 12.7089, -21.1017, 2.16372, -46.6144, 7.44997, -1.30925, 0.463667, nan, nan, nan, nan, 9.75251
338, 0, 286, 10.9466, 0.000249353, 0.346546, 0.0225249, 27.6045, 2.73513, -4.38139, 0.0629681, 733.519, 0.00367743, 8.4105, 1.6212, 232.168, 50.3186, -18.1558, 1.45252, -92.0348, 8.62697, -0.143882, 0.0785674, nan, nan, nan, nan, 12.4995
339, 1, 286, 13.6325, 2.89025e-05, 1.14839, 0.0829813, 2.77189, 0.28998, 3.24214, 0.597869, 725.655, 0.00762104, 6.48, 2.25366, 17.9618, 6.52339, -26.6967, 6.84767, -11.8844, 5.14105, -0.957024, 1.08161, nan, nan, nan, nan, 3.89866
340, 2, 286, 13.3157, 2.87606e-05, 1.94943, 0.997003, 1.01814, 0.523499, 40.9043, 2.19299, 726.204, 0.0169909, 7.0425, inf, 7.17025, inf, -6.66569, 573.479, 1.57209, 107.258, 2.1209, 29.528, 12.2261, 85.1086, 6.87429, inf, 0.0116233
341, 3, 286, 12.9753, 1.28525e-05, 3.30189, 0.0861096, 3.49879, 0.136876, 0.572383, 1.48513, 728.06, 0.0121265, 6.422, 0.545184, 22.4692, 2.10028, -31.8372, 7.14294, -15.012, 3.84654, -36.0497, 20.4243, nan, nan, nan, nan, 4.45715
342, 0, 287, 12.9572, 2.70179e-05, 0.688958, 0.0530841, 1.4528, 0.169915, -11.3759, 0.659666, 726.65, 0.00500959, 7.372, inf, 10.71, inf, -18.358, 3.30096, -4.98612, 2.18489, -0.951314, 0.598494, nan, nan, nan, nan, 5.56143
343, 0, 288, 13.4706, 0.000108934, 0.774797, 0.0335374, 18.1164, 1.1643, -2.40878, 0.0759205, 723.239, 0.00403119, 10.356, 2.14368, 187.613, 40.6645, -24.2273, 2.77764, -79.9022, 12.155, -0.462592, 0.283983, nan, nan, nan, nan, 8.72226
344, 1, 288, 13.5826, 2.44823e-05, 1.12654, 0.0770753, 2.77005, 0.27967, -2.14866, 0.524364, 723.078, 0.00670115, 7.211, 1.26299, 19.9748, 4.03818, -28.448, 9.46672, -14.2476, 8.09407, -0.733476, 1.23836, nan, nan, nan, nan, 3.00505
345, 2, 288, 14.8476, 3.8718e-05, 1.39921, 0.0297904, 13.0916, 0.411852, -0.184956, 0.080112, 721.821, 0.00336332, 12.117, 2.1136, 158.631, 28.1168, -25.238, 1.8857, -105.213, 17.3436, -2.31674, 0.561261, nan, nan, nan, nan, 13.3839
346, 0, 289, 10.4958, 1.75918e-05, 2.45354, 0.0945881, 3.19741, 0.180749, 0.41645, 1.01946, 733.713, 0.010667, 8.132, 0.742362, 26.0013, 2.79188, -29.1854, 2.69662, -21.0463, 4.31754, -10.5086, 2.95775, nan, nan, nan, nan, 10.823
347, 1, 289, 12.8028, 1.61881e-05, 3.10732, 0.0966221, 3.71887, 0.171518, -2.4496, 1.11235, 726.651, 0.0118115, 6.488, 0.737033, 24.128, 2.95822, -28.7691, 1.17872, -23.1791, 1.91476, 49.5236, 24.8361, 59.3172, 14.8738, 6.04377, 18.8462, 24.407
348, 0, 290, 14.9437, 9.96774e-05, 0.908401, 0.0182495, 35.6798, 1.11792, 1.07185, 0.0580359, 719.364, 0.00338227, 7.082, 1.20938, 252.684, 43.8707, -5.61624, 1.37939, -60235.4, 4.28109e+09, 1.0346, 0.066359, 8.58057, 0.275177, 236.771, 2.17824e+12, 4.07153
349, 1, 290, 13.4669, 2.63096e-05, 2.24974, 0.115759, 3.65178, 0.283145, -4.09535, 2.03361, 721.544, 0.0167017, 7.9125, 1.42955, 28.8947, 5.68085, -27.3751, 1.40991, -22.8438, 1.86543, -12.9613, 4.14944, nan, nan, nan, nan, 19.4161
350, 0, 291, 14.3655, 2.12315e-05, 0.8626, 0.0669604, 1.39009, 0.157807, -7.86769, 1.20063, 719.541, 0.00623884, 5.7505, inf, 7.99371, inf, -36.9643, 1.57752, -7.44893, 0.503407, -0.187724, 0.0897052, nan, nan, nan, nan, 23.4319
351, 2, 291, 15.285, 2.75635e-05, 0.467445, 0.0344937, 1.99282, 0.208239, 1.56449, 0.0724053, 719.453, 0.00195162, 5.961, inf, 11.8792, inf, -20.2171, 0.458579, -5.74969, 0.221991, -0.223854, 0.0323434, nan, nan, nan, nan, 44.0864
352, 3, 291, 13.8966, 2.1751e-05, 0.728037, 0.0519041, 1.89424, 0.197989, -3.68582, 0.659752, 719.714, 0.0050874, 7.1385, inf, 13.522, inf, -23.4293, 1.04287, -14.0113, 1.27341, -0.437615, 0.10545, nan, nan, nan, nan, 22.4662
353, 4, 291, 12.7553, 3.8748e-05, 1.23153, 0.0632256, 5.43265, 0.414074, -9.46756, 0.477007, 721.99, 0.00758933, 7.994, 2.57522, 43.4286, 14.3765, -23.0035, 8.14857, -64.1162, 73.7711, -2.35632, 2.55238, nan, nan, nan, nan, 2.82301
354, 0, 292, 13.8419, 5.43714e-05, 0.7666, 0.0365899, 8.2016, 0.567161, 1.38791, 0.0652613, 719.67, 0.00296623, 10.307, 1.87956, 84.5339, 16.4866, -27.1939, 1.72015, -53.2049, 5.99286, -0.323579, 0.138072, nan, nan, nan, nan, 15.8091
355, 1, 292, 10.1449, 0.000201811, 0.357286, 0.0215043, 24.1316, 2.19266, -4.38247, 0.0561952, 732.464, 0.00319944, 9.52, 1.47382, 229.733, 41.2389, -25.3098, 1.25686, -148.349, 11.3809, -0.0664949, 0.0420956, nan, nan, nan, nan, 20.1374
356, 0, 294, 9.23741, 3.69583e-05, 0.67881, 0.0333603, 5.41314, 0.398864, -9.40837, 0.330276, 738.573, 0.00447146, 6.556, 0.562793, 35.4885, 4.01485, -22.256, 1.5476, -20.8691, 2.37596, -0.420476, 0.153415, nan, nan, nan, nan, 14.381
357, 1, 294, 9.32099, 8.129e-05, 0.558839, 0.0214656, 15.2357, 0.862067, -8.17353, 0.0445586, 737.87, 0.00241784, 8.0685, 0.752715, 122.929, 13.4126, -21.1065, 1.01109, -79.7736, 6.81012, -0.30155, 0.082669, nan, nan, nan, nan, 20.875
358, 2, 294, 15.9935, 8.98364e-05, 0.897486, 0.0105195, 54.982, 1.06302, 0.418676, 0.0416653, 717.435, 0.0026988, 4.7075, 1.15314, 258.828, 63.599, -13.1232, 0.66356, -122.431, 7.61228, 2.70195, 0.205888, 13.9315, 0.530791, 149.172, 111.056, 19.777
359, 3, 294, 12.1141, 0.000108075, 0.79208, 0.0275444, 22.369, 1.16857, -3.95413, 0.0692948, 723.58, 0.00378002, 6.315, 0.544569, 141.26, 14.2424, -17.4284, 3.06767, -99.7596, 22.4573, -2.28986, 1.10909, nan, nan, nan, nan, 5.68133
360, 4, 294, 15.3267, 1.56688e-05, 1.20449, 0.0496876, 1.83227, 0.112028, 0.304767, 1.34075, 717.391, 0.00707479, 8.1585, 2.6021, 14.9486, 4.85456, -20.1625, 3.75898, -5.30664, 1.29757, -6.90251, 3.43514, nan, nan, nan, nan, 5.36383
361, 0, 295, 11.6425, 0.000152748, 0.526878, 0.0320363, 18.0829, 1.64137, -4.289, 0.084863, 722.511, 0.00414127, 11.321, 1.76757, 204.717, 36.9717, -24.801, 1.28802, -111.036, 9.0665, -0.169489, 0.0724065, nan, nan, nan, nan, 19.2551
362, 1, 295, 10.0385, 8.28381e-05, 0.635992, 0.0474994, 7.98543, 0.871497, -6.68721, 0.136205, 728.938, 0.00457929, 6.3255, 1.09882, 50.5118, 10.3625, -18.1854, 1.7474, -30.4836, 4.14185, -0.751491, 0.274764, nan, nan, nan, nan, 10.4071
363, 2, 295, 16.2411, 6.2062e-05, 0.966828, 0.0115819, 37.2504, 0.699067, 1.77167, 0.0376391, 717.202, 0.00221392, 5.955, 0.776585, 221.826, 29.2261, -10.5823, 1.00946, -117.286, 15.0729, 1.62403, 0.12957, 10.7801, 0.430035, 171.155, 43.1454, 10.4832
364, 0, 296, 10.2365, 0.000282254, 0.502246, 0.0257774, 39.5322, 3.19937, -5.71807, 0.0863195, 729.506, 0.00538202, 9.612, 2.22208, 379.984, 93.0709, -26.9805, 1.00105, -230.426, 13.2774, -0.12011, 0.0462057, nan, nan, nan, nan, 26.9522
365, 2, 296, 9.68209, 4.42657e-05, 0.868913, 0.102739, 2.8631, 0.49473, -3.22418, 0.432034, 732.528, 0.00760653, 10.084, 1.69139, 28.8715, 6.95268, -29.6945, 2.96543, -18.3481, 2.89909, -0.32868, 0.239645, nan, nan, nan, nan, 10.0136
366, 0, 297, 10.6581, 4.42986e-05, 0.657923, 0.0626592, 1.1318, 0.195033, 16.7711, 1.49723, 723.771, 0.00771561, 11.1485, inf, 12.6179, inf, -28.4594, 1.76745, -6.98498, 0.680033, -0.19526, 0.106116, nan, nan, nan, nan, 16.102
367, 1, 297, 10.6918, 4.17876e-05, 0.804588, 0.0399471, 6.05852, 0.449181, -4.33506, 0.318281, 723.753, 0.005119, 10.239, 1.54325, 62.0332, 10.4198, -23.6209, 2.18204, -35.3834, 4.78869, -0.550645, 0.251084, nan, nan, nan, nan, 10.8251
368, 2, 297, 13.4786, 5.9281e-05, 0.652258, 0.09049, 2.92722, 0.578823, -0.559272, 0.279565, 714.688, 0.00625923, 7.528, 1.20394, 22.0361, 5.60417, -23.4761, 5.02311, -11.0737, 3.22595, -0.332505, 0.422069, nan, nan, nan, nan, 4.67362
369, 3, 297, 16.4149, 1.04241e-05, 0.612023, 0.0384197, 1.63919, 0.145122, 3.89825, 0.316679, 715.631, 0.00245006, 6.842, 0.474009, 11.2153, 1.2608, -19.1939, 3.55354, -5.62907, 1.50974, -0.550082, 0.43142, nan, nan, nan, nan, 5.40135
370, 4, 297, 10.334, 0.000155022, 0.646885, 0.0419615, 17.159, 1.80405, -0.776305, 0.447743, 725.251, 0.0098196, 11.127, 2.20519, 190.928, 42.8337, -25.611, 1.27332, -127.595, 11.185, -0.248187, 0.0892161, nan, nan, nan, nan, 20.1135
371, 5, 297, 12.3277, 4.04942e-05, 3.037, 0.0700891, 12.6298, 0.436273, -3.00381, 0.285065, 718.103, 0.00920546, 8.625, 1.09375, 108.932, 14.3172, -24.1778, 2.87974, -53.9114, 8.4641, 9.42284, 1.66412, 25.8665, 2.28407, 61.8425, 29.2193, 8.39581
372, 6, 297, 11.3893, 3.67963e-05, 2.13079, 0.0679743, 8.30153, 0.399344, 0.509232, 0.503171, 720.938, 0.00961649, 11.315, 1.22607, 93.9318, 11.1362, -27.751, 2.62092, -60.404, 11.0397, -7.6709, 2.05033, nan, nan, nan, nan, 10.5883
373, 7, 297, 12.6496, 2.02188e-05, 3.94536, 0.0830413, 6.91386, 0.219024, -7.75389, 0.706863, 717.109, 0.0115367, 8.5435, 1.01913, 59.0686, 7.29035, -2.46341, 2.86979, 4.85419, 4.85582, 3.96682, 0.0977038, 16.7934, 0.206813, 58.9086, 7.35382, 0.858393
374, 0, 298, 12.9438, 3.52448e-05, 1.18841, 0.0553796, 5.4447, 0.376749, -1.82534, 0.418256, 716.463, 0.00664916, 7.076, 2.12472, 38.5267, 11.8716, -23.9733, 3.76276, -23.1347, 5.9229, -1.69911, 0.913471, nan, nan, nan, nan, 6.37119
375, 1, 298, 13.4366, 7.46732e-05, 1.10987, 0.0428951, 13.9091, 0.794315, -0.785951, 0.108565, 715.186, 0.00484334, 8.3865, 0.931258, 116.649, 14.5655, -29.6118, 3.51943, -95.6644, 22.297, -0.62662, 0.412998, nan, nan, nan, nan, 8.41381
376, 0, 299, 13.2354, 0.000131832, 0.980751, 0.0463055, 20.0945, 1.43626, -1.59296, 0.154336, 715.763, 0.00679728, 7.096, 1.07258, 142.591, 23.8412, -22.4072, 1.75718, -109.003, 13.138, -1.22884, 0.354095, nan, nan, nan, nan, 12.7518
377, 1, 299, 10.2664, 1.67739e-05, 1.05799, 0.0574832, 2.0612, 0.167734, -2.26432, 1.38296, 723.667, 0.00743713, 10.297, 0.619556, 21.2242, 2.14799, -27.534, 4.10798, -17.8213, 5.10044, -0.68489, 0.520621, nan, nan, nan, nan, 6.70256
378, 2, 299, 9.94302, 2.35935e-05, 1.03724, 0.0644003, 2.52515, 0.226937, -7.77918, 0.630382, 725.355, 0.00647338, 6.643, 1.04935, 16.7746, 3.0486, -21.5711, 2.18139, -13.8786, 2.17151, -1.73751, 0.589574, nan, nan, nan, nan, 9.8887
