# srt_ind, vortex_number, sols, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc, full_Vobs, full_Vobs_unc, full_b, full_b_unc, full_Pact, full_Pact_unc, full_Vact, full_Vact_unc, full_Dact, full_Dact_unc, full_Vobs_sigma
399, 1, 305, 11.4735, 9.8475e-06, 2.18372, 0.128588, 1.65236, 0.139943, -13.4708, 1.96447, 713.921, 0.01046, 9.328, 2.17876, 15.4132, 3.82946, -26.5532, 3.01661, -7.27033, 1.04565, -16.5936, 8.56332, nan, nan, nan, nan, 8.80233
400, 0, 306, 12.778, 0.000225815, 0.597672, 0.0247454, 39.2076, 2.55742, -3.82389, 0.0825249, 711.664, 0.00497714, 7.915, 1.4743, 310.328, 61.2456, -16.5105, 1.23475, -179.058, 18.4666, -1.03812, 0.255804, nan, nan, nan, nan, 13.3716
401, 1, 306, 10.5403, 0.000154685, 0.596461, 0.0230845, 28.7259, 1.76069, -6.18845, 0.112536, 718.272, 0.00482118, 13.024, 2.6537, 374.126, 79.6043, -25.4192, 3.9153, -198.122, 51.6253, -0.214765, 0.249923, nan, nan, nan, nan, 6.49228
403, 3, 306, 9.90129, 1.57145e-05, 1.03926, 0.220796, 1.13289, 0.265553, -7.76103, 0.69644, 721.323, 0.00530986, 9.953, 3.42552, 11.2757, 4.6953, -11.3509, 234.484, -2.24634, 40.6321, 1.83666, 32.952, 11.4507, 102.72, 8.48187, 22.4089, 0.0484081
404, 4, 306, 12.3568, 1.58574e-05, 2.15115, 0.803032, 0.944954, 0.332696, 6.4865, 2.38722, 713.103, 0.0125375, 9.8275, inf, 9.28654, inf, 16.5692, 4.32357, -8.69316, 17.2548, 3.85328, 2.72546, 16.6828, 5.89996, 6.93863, inf, 3.83229
405, 5, 306, 12.635, 1.99345e-05, 1.69331, 0.0916048, 2.1137, 0.168182, -1.26857, 2.47225, 712.08, 0.0132417, 9.195, 1.96929, 19.4355, 4.44048, -22.6861, 3.34694, -15.7361, 4.52276, -33.5069, 37.342, nan, nan, nan, nan, 6.77815
406, 0, 307, 11.4835, 0.000142916, 0.532252, 0.0347941, 15.734, 1.55308, -4.70169, 0.1401, 711.963, 0.00502996, 12.187, 1.29387, 191.75, 27.7972, -24.4169, 3.29868, -159.291, 55.1811, -0.184332, 0.193663, nan, nan, nan, nan, 7.40204
407, 1, 307, 10.2386, 9.6708e-05, 0.465226, 0.0426688, 7.59136, 1.01843, -2.37383, 0.134517, 716.981, 0.00415888, 13.676, 1.87763, 103.819, 19.9289, -31.2201, 3.32715, -59.4717, 10.0209, -0.0735758, 0.114846, nan, nan, nan, nan, 9.38342
408, 2, 307, 12.122, 9.14593e-05, 0.561809, 0.0408211, 9.06203, 0.96651, -4.17011, 0.124699, 710.089, 0.00421602, 9.634, 1.15411, 87.3036, 14.003, -23.0701, 1.58505, -56.1892, 6.34726, -0.24649, 0.111348, nan, nan, nan, nan, 14.5548
409, 3, 307, 13.6605, 0.000352751, 0.47211, 0.0185826, 64.1865, 4.27943, -2.34567, 0.0795992, 706.307, 0.00547171, 7.926, 1.83558, 508.742, 122.604, -21.5428, 1.06694, -375.255, 32.9107, -0.197976, 0.0664546, nan, nan, nan, nan, 20.1912
410, 0, 308, 14.0193, 5.80357e-05, 0.646393, 0.0571234, 4.73075, 0.616882, 0.941326, 0.402002, 704.836, 0.00631051, 8.987, 0.720581, 42.5153, 6.50812, -23.6681, 1.60859, -22.9857, 2.3782, -0.323714, 0.132642, nan, nan, nan, nan, 14.7135
412, 2, 308, 11.258, 1.30599e-05, 2.13057, 0.0705903, 1.56312, 0.080035, 6.69409, 1.85637, 711.631, 0.00968769, 8.4285, 1.97828, 13.1748, 3.16502, -3.50173, 2.26969, -7.23905, 24.6137, 2.17425, 0.0927942, 12.4787, 0.266286, 13.0418, 27.5109, 1.54282
413, 0, 309, 12.6119, 1.58864e-05, 1.2675, 0.0680997, 1.87263, 0.150151, 4.94083, 1.55169, 707.621, 0.00826395, 8.597, 3.32773, 16.099, 6.3639, -24.9119, 4.27137, -6.94929, 1.63479, -1.82317, 1.06917, nan, nan, nan, nan, 5.8323
414, 1, 309, 9.8839, 3.10923e-05, 1.46137, 0.0465134, 7.03222, 0.331829, -3.26543, 0.259305, 716.139, 0.00547976, 9.522, 1.03282, 66.9608, 7.92057, -22.5704, 1.96809, -47.2616, 7.83215, -6.59617, 1.69487, nan, nan, nan, nan, 11.4682
415, 2, 309, 15.0042, 4.92717e-05, 1.00183, 0.0179547, 19.789, 0.530521, -1.40944, 0.04588, 703.748, 0.0023439, 8.041, 1.78694, 159.123, 35.6181, -26.2952, 2.44319, -147.377, 30.1744, -0.727714, 0.321537, nan, nan, nan, nan, 10.7627
416, 3, 309, 13.8807, 8.24771e-06, 2.80811, 0.122006, 1.83588, 0.116233, 6.99396, 1.17801, 704.55, 0.00915372, 10.1365, 1.57019, 18.6094, 3.11415, -25.1459, 2.2813, -5.34115, 0.56367, 12.549, 3.01005, 30.1675, 3.61805, 8.8031, 6.61863, 11.0226
417, 0, 310, 10.0231, 4.48377e-05, 0.566266, 0.0486267, 0.976511, 0.167921, -10.4356, 1.0984, 714.161, 0.00565706, 3.9805, inf, 3.887, inf, -13.3681, 0.743374, -4.79584, 0.804908, -5.2557, 4.2386, nan, nan, nan, nan, 17.983
418, 1, 310, 13.2877, 0.000173676, 0.653282, 0.0457988, 17.8337, 1.85481, -2.22514, 0.102861, 703.355, 0.00545432, 9.69, 1.55354, 172.809, 33.0246, -25.2866, 1.72897, -84.9062, 8.45927, -0.274128, 0.127079, nan, nan, nan, nan, 14.6252
419, 2, 310, 11.2262, 0.000147763, 0.610992, 0.0198804, 32.6654, 1.64357, -2.01198, 0.0604822, 708.708, 0.00347996, 12.5445, 2.30045, 409.771, 77.9222, -29.5162, 1.42468, -258.12, 21.8813, -0.154043, 0.0738641, nan, nan, nan, nan, 20.7177
420, 3, 310, 8.57352, 1.32784e-05, 0.769487, 0.0151681, 4.85077, 0.140335, -9.21449, 0.0857873, 723.677, 0.00155946, 3.101, 0.447043, 15.0422, 2.21174, -12.8507, 0.967232, -9.78652, 1.20486, 3.2505, 0.461241, 15.1158, 1.07246, 7.31875, 5.57198, 13.2861
421, 5, 310, 9.97564, 1.314e-05, 1.79816, 0.0591748, 2.91165, 0.141364, -5.38581, 0.595333, 714.449, 0.00619459, 8.504, 0.761457, 24.7607, 2.52204, -20.7747, 5.13385, -13.691, 5.76163, 11.4363, 5.33115, 28.5351, 6.65095, 9.81824, 17.2816, 4.04661
422, 0, 311, 14.7931, 3.39862e-05, 0.739182, 0.0347873, 5.19924, 0.362522, -2.75042, 0.25672, 698.757, 0.00406373, 9.468, 1.73322, 49.2264, 9.643, -21.1911, 3.02888, -26.4143, 6.38312, -0.679161, 0.406513, nan, nan, nan, nan, 6.99637
423, 1, 311, 9.04604, 2.21835e-05, 0.902597, 0.0348644, 4.13544, 0.238881, -5.54702, 0.421542, 719.919, 0.00452966, 6.093, 0.772266, 25.1972, 3.50969, -18.5115, 2.05363, -12.6344, 1.87771, -2.62019, 0.83502, nan, nan, nan, nan, 9.01403
424, 2, 311, 11.6019, 2.23034e-05, 1.27807, 0.056065, 3.63247, 0.233775, -1.62334, 0.456359, 705.278, 0.00592676, 10.502, 0.809958, 38.1482, 3.83194, -20.15, 4.49894, -28.5802, 12.823, -12.5092, 8.17006, nan, nan, nan, nan, 4.47883
425, 3, 311, 14.8642, 3.89445e-05, 1.02087, 0.023594, 12.1307, 0.414047, -0.779763, 0.0672838, 698.604, 0.00264565, 9.033, 1.08332, 109.577, 13.6633, -27.813, 1.66093, -63.8585, 6.66666, -0.636462, 0.198157, nan, nan, nan, nan, 16.7454
426, 4, 311, 9.1266, 8.78799e-06, 1.29493, 0.0427376, 1.81111, 0.0890398, -9.56963, 0.898988, 719.282, 0.00477449, 2.673, 1.309, 4.8411, 2.38266, -16.5075, 0.510119, -5.25449, 0.300959, 5.07083, 0.695664, 18.9277, 1.29834, 2.4464, 4.889, 32.3602
427, 1, 312, 9.8354, 5.37462e-05, 0.392609, 0.0292814, 5.1893, 0.566652, -2.78398, 0.140198, 713.775, 0.00289384, 9.627, 2.39113, 49.9574, 13.5545, -23.5675, 2.17269, -25.0958, 3.38043, -0.0991609, 0.0906918, nan, nan, nan, nan, 10.8472
428, 2, 312, 14.1374, 7.86729e-05, 1.60041, 0.0554408, 16.3493, 0.836836, -0.494571, 0.11922, 699.623, 0.00625688, 5.606, 0.785521, 91.6542, 13.6727, -17.9145, 1.95516, -47.4195, 6.48331, 5.146, 0.963075, 19.3501, 1.81069, 51.1132, 27.3096, 9.16265
429, 0, 313, 13.4447, 0.000100699, 0.978365, 0.0157077, 45.0576, 1.15898, -3.10752, 0.0561926, 698.8, 0.00345864, 6.7525, 1.21428, 304.251, 55.2694, -14.5917, 0.818369, -127.563, 9.02984, 3.8445, 0.402721, 16.7501, 0.877308, 153.484, 110.584, 17.8303
431, 2, 313, 9.61522, 1.88213e-05, 0.913433, 0.0362872, 3.38776, 0.197015, -9.68457, 0.285078, 715.312, 0.00368682, 5.662, 0.624629, 19.1815, 2.39211, -13.3769, 3.49977, -13.2197, 4.11255, 2.91884, 1.11283, 14.4244, 2.74971, 10.7304, 10.9985, 3.82223
432, 3, 313, 10.994, 4.7618e-05, 1.61567, 0.0587831, 9.41961, 0.516548, -4.03498, 0.379372, 707.169, 0.00828071, 10.415, 2.0817, 98.1052, 20.3335, -25.5869, 2.64484, -51.5285, 6.81466, -3.9917, 1.21349, nan, nan, nan, nan, 9.67425
433, 4, 313, 10.3492, 1.78777e-05, 2.26771, 0.10793, 2.01543, 0.140789, 2.61274, 2.93611, 710.223, 0.0156332, 7.832, 1.01512, 15.7848, 2.32414, -3.49984, 45.1764, 1.97052, 21.5766, 2.31117, 1.12757, 12.8828, 3.14262, 15.6357, 5.92302, 0.0774705
434, 0, 314, 12.632, 1.53856e-05, 1.09437, 0.0450362, 2.17362, 0.129185, 12.242, 0.669352, 699.732, 0.00519767, 6.6945, 1.28022, 14.5513, 2.91399, -16.8477, 3.59549, -15.5875, 6.91975, 9.8557, 5.22743, 26.812, 7.11051, 4.84887, 45.3408, 4.68577
435, 1, 314, 12.3402, 1.8098e-05, 1.69783, 0.0895117, 2.51023, 0.196772, -1.86457, 1.27582, 700.405, 0.0100739, 8.45, 0.837714, 21.2114, 2.68079, -29.4036, 4.55289, -18.513, 5.22722, -2.27341, 1.24025, nan, nan, nan, nan, 6.45822
436, 1, 315, 13.314, 0.000435777, 0.334, 0.019647, 53.1587, 5.13062, -1.4865, 0.0764923, 696.862, 0.0049519, 8.9875, 2.27961, 477.764, 129.658, -21.6514, 0.980864, -216.372, 12.7373, -0.0876895, 0.0382313, nan, nan, nan, nan, 22.0738
437, 2, 315, 11.8254, 6.6109e-05, 1.15256, 0.0568987, 9.64002, 0.705441, -7.23848, 0.230344, 700.922, 0.00670757, 8.878, 1.84134, 85.5841, 18.823, -24.9533, 2.62077, -45.7272, 7.3913, -1.33805, 0.528753, nan, nan, nan, nan, 9.52137
438, 3, 315, 10.2171, 3.63294e-05, 0.811258, 0.0554779, 3.83803, 0.387162, -5.12033, 0.461561, 707.682, 0.00602611, 7.818, 0.529669, 30.0057, 3.64614, -18.642, 2.66517, -15.03, 2.99568, -1.65403, 0.741672, nan, nan, nan, nan, 6.99466
439, 4, 315, 12.2063, 5.09672e-06, 2.62395, 0.114564, 1.49787, 0.0887697, -0.427062, 1.33106, 699.713, 0.00708472, 6.869, 1.8536, 10.2889, 2.84262, -16.8624, 3.12726, -3.74413, 0.840248, 4.18343, 0.647601, 17.4363, 1.34959, 8.14855, 3.6714, 5.39208
440, 0, 316, 15.7754, 0.000246251, 0.904033, 0.0900364, 17.7978, 2.69367, -0.653659, 0.289345, 693.731, 0.0137151, 4.335, 2.79256, 77.1535, 51.0547, -16.7973, 4.06127, -52.9895, 17.4665, -13.6634, 21.7398, nan, nan, nan, nan, 4.13598
441, 1, 316, 15.7754, 0.000214506, 0.903883, 0.078785, 17.716, 2.29015, -0.674574, 0.176362, 693.73, 0.00932401, 4.335, 2.79256, 76.7989, 50.4592, -16.7975, 4.07007, -52.7013, 17.3996, -13.6191, 19.2209, nan, nan, nan, nan, 4.12709
442, 2, 316, 10.2862, 1.76458e-05, 2.42151, 0.0806433, 3.83992, 0.190847, -0.833004, 0.936592, 705.49, 0.00998835, 8.674, 1.07803, 33.3075, 4.45829, -27.6611, 1.70303, -21.2002, 1.93982, -24.8064, 9.10291, nan, nan, nan, nan, 16.2423
443, 0, 318, 14.7447, 1.70576e-05, 0.837833, 0.050968, 1.65577, 0.149464, 12.8131, 1.05832, 690.946, 0.00560103, 8.401, 1.92835, 13.9101, 3.43093, -29.0197, 1.21863, -11.4531, 0.954045, -0.346118, 0.0998157, nan, nan, nan, nan, 23.8133
444, 1, 318, 12.2034, 7.73761e-05, 1.13122, 0.0559892, 11.2402, 0.872125, -0.838586, 0.608358, 695.884, 0.0107372, 9.3915, 1.32305, 105.562, 16.9777, -23.3831, 2.66428, -88.1061, 16.873, -1.723, 0.663264, nan, nan, nan, nan, 8.77652
445, 0, 319, 9.83625, 1.92553e-05, 1.08137, 0.104747, 2.01082, 0.289045, 0.748429, 1.09164, 706.044, 0.00855003, 9.1865, 0.835401, 18.4724, 3.14206, -25.2321, 1.36068, -8.26861, 0.619937, -1.03966, 0.248406, nan, nan, nan, nan, 18.5437
446, 0, 320, 14.2224, 0.000435336, 0.275738, 0.0266783, 32.2598, 5.20976, 0.422272, 0.199079, 690.234, 0.00725845, 9.0235, 1.33227, 291.096, 63.6956, -19.2376, 1.49934, -132.276, 14.5629, -0.0781016, 0.0551966, nan, nan, nan, nan, 12.8307
447, 1, 320, 10.6673, 1.8109e-05, 1.33178, 0.22307, 1.45402, 0.319929, -5.11105, 1.31639, 700.496, 0.0101665, 9.3495, inf, 13.5944, inf, -26.5755, 5.75022, -5.31991, 1.48405, -1.63084, 1.32498, nan, nan, nan, nan, 4.62165
448, 0, 323, 15.9658, 7.44818e-05, 0.353765, 0.0157842, 12.0173, 0.79401, 0.337071, 0.0496875, 687.537, 0.00183332, 6.5515, 0.674231, 78.7313, 9.62859, -13.8431, 0.699507, -47.9834, 4.11692, -0.429908, 0.0825585, nan, nan, nan, nan, 19.7899
449, 1, 323, 15.6817, 0.000101823, 0.492537, 0.0125576, 28.735, 1.12036, 0.161006, 0.035819, 687.537, 0.00200952, 6.981, 1.16544, 200.599, 34.3902, -12.7593, 1.74999, -146.382, 43.6266, -4.38488, 1.66751, nan, nan, nan, nan, 7.29109
450, 2, 323, 14.0422, 4.34138e-05, 0.614353, 0.0453929, 4.21949, 0.450528, 0.73705, 0.140423, 687.667, 0.0035318, 7.851, 1.55645, 33.1272, 7.45938, -21.6745, 3.45601, -14.2775, 2.8023, -0.390375, 0.320933, nan, nan, nan, nan, 6.27154
451, 4, 323, 9.31964, 1.75909e-05, 1.13728, 0.454824, 0.777077, 0.258771, -1.2702, 0.830312, 705.908, 0.004304, 7.7075, inf, 5.98932, inf, -6.90335, 227.096, -1.0825, 29.8831, 1.32981, 12.6823, 9.80927, 46.7753, 5.53881, inf, 0.0303984
452, 5, 323, 15.0528, 0.000190952, 0.570368, 0.023803, 32.9119, 2.12598, 0.590643, 0.0727306, 687.458, 0.00418177, 8.8425, 1.24645, 291.023, 45.1253, -22.2434, 1.45761, -122.8, 12.1337, -0.297248, 0.113893, nan, nan, nan, nan, 15.2602
453, 6, 323, 11.568, 3.83284e-05, 6.02135, 0.218585, 7.59835, 0.417807, 4.56013, 1.95085, 694.133, 0.0322354, 10.0565, 2.4136, 76.4128, 18.8145, -25.6302, 2.85884, -34.8757, 5.92409, 9.56494, 0.963922, 26.536, 1.3371, 60.6278, 24.6731, 8.96523
454, 0, 324, 13.0506, 6.55069e-05, 0.64488, 0.042343, 7.17827, 0.720727, 2.25617, 0.482934, 688.031, 0.00677372, 9.6, 0.982457, 68.9114, 9.87966, -23.1137, 1.67202, -32.2894, 3.09893, -0.35885, 0.145809, nan, nan, nan, nan, 13.8238
455, 1, 324, 11.8418, 8.22326e-05, 0.719088, 0.0353228, 12.0503, 0.883656, -3.58283, 0.140336, 691.06, 0.00451942, 11.0735, 2.39228, 133.439, 30.4432, -27.7573, 1.66455, -66.2475, 6.01187, -0.273053, 0.119102, nan, nan, nan, nan, 16.6755
456, 2, 324, 10.6579, 1.29329e-05, 1.2276, 0.0891571, 1.90235, 0.20068, -2.65417, 0.558753, 695.539, 0.00570239, 8.614, 0.569509, 16.3868, 2.0401, -29.2492, 4.07677, -11.5184, 2.45848, -0.890388, 0.592274, nan, nan, nan, nan, 7.17459
457, 3, 324, 12.5905, 5.09818e-05, 2.20567, 0.0733145, 11.0419, 0.541439, -0.342328, 0.221219, 689.079, 0.00810118, 6.94, 1.19402, 76.6308, 13.7093, -23.9826, 1.69798, -29.5145, 2.73724, 18.6442, 5.73226, 37.1286, 5.70769, 26.3573, 40.3268, 14.1242
458, 0, 325, 15.3902, 8.53674e-05, 0.671509, 0.0230427, 17.9087, 0.911887, -0.750245, 0.0518611, 684.668, 0.00274498, 7.233, 1.9997, 129.534, 36.4144, -5.65383, 2.34108, -38.9846, 10.9098, 0.798899, 0.110423, 7.72168, 0.53364, 118.758, 40.3592, 2.41505
459, 1, 325, 14.7554, 9.69185e-05, 0.485819, 0.0183937, 18.4272, 1.03674, -1.60226, 0.0419937, 684.935, 0.0022339, 6.66, 0.684808, 122.725, 14.3846, -21.3892, 2.72877, -62.8473, 12.1046, -0.225352, 0.181501, nan, nan, nan, nan, 7.83843
460, 2, 325, 15.794, 9.93409e-05, 0.623946, 0.0237533, 18.7752, 1.09355, -0.00638776, 0.104518, 684.789, 0.00381553, 8.266, 1.00376, 155.196, 20.9015, -21.997, 1.35759, -90.8943, 9.44911, -0.390366, 0.125546, nan, nan, nan, nan, 16.2029
461, 0, 326, 10.2247, 0.000138577, 0.738645, 0.0617713, 11.8781, 1.65917, 5.83055, 1.27146, 697.086, 0.0168633, 8.46, 3.60762, 100.489, 45.092, -21.9837, 3.79426, -47.2514, 10.455, -0.603219, 0.465025, nan, nan, nan, nan, 5.79393
462, 0, 327, 10.7013, 1.77963e-05, 0.91019, 0.066384, 2.21132, 0.242065, -11.6513, 0.785022, 693.357, 0.00617522, 10.056, 2.58313, 22.237, 6.20917, -18.9815, 2.43729, -7.31447, 1.08603, -2.67829, 1.08611, nan, nan, nan, nan, 7.78796
463, 1, 327, 10.2535, 9.64117e-05, 0.573676, 0.0379105, 10.5004, 1.04523, -1.74397, 0.216481, 695.443, 0.00531075, 10.677, 1.96011, 112.113, 23.4128, -25.3769, 1.74657, -87.7159, 12.12, -0.204067, 0.107164, nan, nan, nan, nan, 14.5296
464, 2, 327, 15.2505, 1.46979e-05, 1.76701, 0.0509687, 3.6904, 0.158484, -0.289812, 0.580398, 682.699, 0.00616224, 5.821, 1.61939, 21.4818, 6.04697, -16.0979, 7.64019, -11.2699, 6.89725, 3.45673, 1.61573, 16.102, 3.76314, 15.3588, 13.1905, 2.10701
465, 0, 328, 10.8272, 6.9327e-05, 0.681051, 0.039009, 8.71189, 0.748403, -2.00992, 0.242089, 690.914, 0.00523403, 13.823, 1.37004, 120.424, 15.795, -28.7796, 2.39944, -76.154, 11.1705, -0.219977, 0.150298, nan, nan, nan, nan, 11.9943
466, 1, 328, 9.33048, 4.39596e-05, 0.645774, 0.301806, 1.00181, 0.493935, -9.58976, 1.53944, 699.413, 0.00793014, 9.288, inf, 9.30481, inf, -0.496048, 0.640437, -1145.78, 4.64093e+09, 0.646614, 0.302599, 6.88585, 1.6112, 9.29876, inf, 0.774546
467, 3, 328, 15.0912, 5.67064e-05, 0.863061, 0.0179675, 19.6072, 0.608556, 1.57481, 0.0423174, 680.57, 0.00226206, 7.291, 1.26448, 142.956, 25.1867, -19.6273, 1.13565, -117.139, 15.2562, -1.79487, 0.317245, nan, nan, nan, nan, 17.2828
468, 5, 328, 12.5805, 5.97236e-06, 3.85682, 0.239549, 1.247, 0.0937382, -5.12055, 1.88129, 685.373, 0.00989694, 7.66, 0.9536, 9.55202, 1.38911, -19.7087, 13.0527, -3.8991, 3.175, 5.81236, 2.64674, 20.8561, 4.74856, 7.78097, 3.61017, 1.50994
469, 0, 329, 12.6255, 2.6609e-05, 0.712818, 0.0489821, 2.42732, 0.237889, -6.06898, 0.346854, 683.515, 0.00438418, 4.96, 0.654475, 12.0395, 1.97887, -19.5799, 6.15598, -8.04774, 4.03177, -0.88038, 1.0046, nan, nan, nan, nan, 3.18063
470, 0, 330, 8.88376, 8.51336e-06, 1.16474, 0.0409835, 2.19074, 0.115563, -7.6718, 0.481387, 700.398, 0.00378183, 7.421, 0.335128, 16.2575, 1.12893, -22.2383, 2.21354, -7.85969, 1.21443, -2.52655, 0.759724, nan, nan, nan, nan, 10.0465
471, 1, 330, 14.7103, 1.46398e-05, 0.746462, 0.0237817, 3.24758, 0.152136, 6.77901, 0.257178, 679.75, 0.00269693, 7.455, 0.378645, 24.2107, 1.67286, -20.2178, 1.02761, -14.3186, 1.04584, -0.900721, 0.170986, nan, nan, nan, nan, 19.6745
472, 2, 330, 14.1578, 3.85426e-05, 1.51562, 0.0729728, 5.75945, 0.424129, 0.94698, 1.04199, 680.025, 0.0116949, 9.6, 1.42586, 55.2907, 9.16614, -21.158, 1.57589, -27.7947, 3.43034, 114.566, 417.299, 92.591, 168.628, 6.35944, 85.1474, 13.426
473, 3, 330, 10.9369, 1.64297e-05, 1.45271, 0.0635515, 2.2071, 0.139427, -2.43987, 0.948101, 686.529, 0.00736851, 8.318, 2.15801, 18.3587, 4.9021, -18.915, 6.32368, -9.76369, 4.48252, 8.57751, 5.25395, 25.2152, 7.72248, 7.55528, 16.6166, 2.99114
474, 4, 330, 14.0028, 4.03012e-05, 2.96051, 0.0396651, 21.6508, 0.434907, -0.713016, 0.0981694, 680.12, 0.00530036, 9.077, 2.31829, 196.524, 50.3479, -8.16854, 2.23154, -166019, 1.12678e+11, 3.20164, 0.139675, 15.4767, 0.337595, 188.979, 1.97976e+14, 3.66049
475, 0, 331, 11.7989, 5.31846e-05, 0.986927, 0.0915485, 4.12335, 0.55797, 2.06216, 0.477695, 683.353, 0.0085614, 14.43, 0.574761, 59.4999, 8.39306, -38.4547, 4.63623, -34.7308, 7.94472, -0.245821, 0.297303, nan, nan, nan, nan, 8.29438
476, 1, 331, 13.5337, 5.74693e-05, 1.20838, 0.0175418, 28.4847, 0.6319, -3.10091, 0.0498158, 678.858, 0.00279656, 8.573, 1.39981, 244.199, 40.2396, -3.94798, 2.78372, -108.697, 262.242, 1.26252, 0.0787166, 9.74345, 0.303746, 238.905, 242.148, 1.41824
477, 2, 331, 12.5767, 2.25286e-05, 2.44526, 0.039066, 10.152, 0.238436, -2.87354, 0.113023, 681.167, 0.00411116, 6.086, 0.763385, 61.7851, 7.88457, -27.2717, 1.27656, -35.4639, 2.55524, -165.15, 178.888, nan, nan, nan, nan, 21.3633
478, 1, 332, 14.1166, 9.49176e-05, 0.964122, 0.0484243, 13.6054, 1.00215, -0.527416, 0.0949845, 677.419, 0.00491175, 8.005, 1.09198, 108.911, 16.8844, -0.0165861, 7.4797, -1.74192, 616.384, 0.964123, 0.0484314, 8.50672, 0.213662, 108.911, 25.9584, 0.00221748
479, 2, 332, 13.0407, 2.18238e-05, 1.20257, 0.0301613, 6.26221, 0.237714, -5.46253, 0.321224, 679.915, 0.00441756, 6.4845, 0.39811, 40.6073, 2.93111, -19.0878, 1.76272, -28.5891, 4.14427, -94.1088, 185.547, nan, nan, nan, nan, 10.8286
480, 3, 332, 12.4034, 9.91563e-05, 1.39741, 0.0646024, 15.4411, 1.05211, -1.88639, 0.135, 681.261, 0.00705206, 5.563, 1.24598, 85.8988, 20.1098, -2.93347, 2.73291, -17.0923, 11.7049, 1.42684, 0.0868549, 10.3194, 0.314081, 85.0082, 20.8585, 1.07339
481, 0, 333, 10.004, 0.000132399, 0.646011, 0.0208604, 29.4819, 1.48974, -5.05989, 0.0842868, 692.179, 0.00400886, 7.758, 1.44206, 228.721, 44.0575, -18.9406, 1.76827, -94.7911, 10.8672, -0.75149, 0.262461, nan, nan, nan, nan, 10.7114
482, 1, 333, 12.3853, 9.7764e-05, 0.959508, 0.05051, 13.3699, 1.03816, -3.54621, 0.125336, 682.362, 0.00558344, 6.9135, 0.419219, 92.4328, 9.10654, -21.2773, 2.75547, -83.2771, 19.3476, -1.72058, 0.712905, nan, nan, nan, nan, 7.72183
483, 2, 333, 10.0866, 2.94711e-05, 1.26473, 0.12016, 1.36539, 0.19487, -16.6765, 2.3557, 691.632, 0.012207, 8.277, 0.783332, 11.3013, 1.93533, -5.23806, 4.11896, -2.79359, 1.28092, 1.36372, 0.209174, 10.0943, 0.774154, 10.8834, 2.11449, 1.2717
484, 0, 334, 12.1227, 1.95614e-05, 0.792764, 0.072747, 1.87102, 0.251508, -10.8168, 0.750401, 682.196, 0.00581427, 9.655, 2.38782, 18.0647, 5.08495, -27.6888, 2.15042, -11.5231, 1.44589, -0.362172, 0.180035, nan, nan, nan, nan, 12.876
485, 1, 334, 14.08, 0.000146371, 0.572981, 0.039625, 15.2373, 1.55223, -0.461968, 0.0822565, 677.192, 0.00429117, 5.068, 1.36649, 77.2226, 22.2582, -12.0988, 3.2513, -40.3974, 12.171, 3.4992, 2.15811, 16.3477, 5.04117, 31.2486, 63.3708, 3.72121
486, 2, 334, 11.7896, 5.70701e-06, 1.40216, 0.0213927, 2.83784, 0.065166, -7.09526, 0.320489, 683.2, 0.00256659, 7.511, 0.942154, 21.315, 2.71811, -22.7632, 4.63244, -8.94005, 2.55696, -6.36328, 3.19118, nan, nan, nan, nan, 4.91387
487, 3, 334, 11.4741, 1.34629e-05, 1.76708, 0.0702541, 1.81362, 0.107393, -3.24622, 1.73688, 684.167, 0.00917947, 9.34, 1.88131, 16.9392, 3.55637, -28.0095, 3.32016, -9.02829, 1.72165, -3.77419, 1.35221, nan, nan, nan, nan, 8.43621
488, 4, 334, 9.37615, 3.0174e-05, 0.798951, 0.0401805, 4.31274, 0.318586, -9.22226, 0.270271, 694.402, 0.00421893, 8.761, 1.34972, 37.7839, 6.45557, -24.6432, 1.83676, -22.8442, 2.74747, -0.515026, 0.196582, nan, nan, nan, nan, 13.4167
490, 6, 334, 14.9578, 0.000204221, 0.75033, 0.0520739, 21.0595, 2.53044, -3.25437, 0.786706, 676.339, 0.0167984, 3.459, 0.840167, 72.8448, 19.7401, -0.70256, 3.79078, -13462.6, 3.18075e+10, 0.751947, 0.0551331, 7.58317, 0.278, 72.7664, 1.17695e+13, 0.185334
491, 7, 334, 15.5441, 1.65939e-05, 1.56226, 0.0374045, 4.98836, 0.178219, -0.391208, 0.3555, 676.062, 0.00475465, 2.5055, 0.366587, 12.4983, 1.88239, -14.3481, 1.72681, -10.7442, 1.70608, 2.74391, 0.30694, 14.4881, 0.810337, 9.43067, 4.61905, 8.30903
492, 0, 335, 13.1158, 9.80489e-05, 0.731711, 0.0289359, 17.8484, 1.04718, -5.05767, 0.0650149, 677.046, 0.00347476, 6.685, 0.702855, 119.317, 14.3659, -19.3007, 1.2128, -61.5919, 5.24924, -1.10522, 0.240107, nan, nan, nan, nan, 15.9142
493, 1, 335, 10.4896, 9.39332e-05, 0.749243, 0.0328229, 15.4305, 1.02502, -4.43064, 0.147591, 685.15, 0.0049053, 9.683, 1.55103, 149.414, 25.9095, -24.7923, 1.88542, -108.571, 13.0541, -0.438092, 0.180939, nan, nan, nan, nan, 13.1495
